,name,team,rec_target,rec_rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,fp,season,week,next_fp,afc_n,afc_s,afc_w,nfc_e,nfc_n,nfc_s,nfc_w,temperature,wind,precipitation,status_code
1638,Albert Wilson,Chiefs,4.0,4.0,19.0,1.0,0.0,0.0,0.0,7.9,2016,11,16.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43,8,0.0,0.0
1639,Tyreek Hill,Chiefs,5.0,4.0,53.0,0.0,1.0,8.0,0.0,6.1,2016,11,17.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43,8,0.0,0.0
1640,Albert Wilson,Chiefs,4.0,4.0,48.0,0.0,1.0,55.0,1.0,16.3,2016,13,7.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DOME,0,0.0,0.0
1641,Tyreek Hill,Chiefs,6.0,5.0,53.0,0.0,2.0,19.0,0.0,7.2,2016,13,12.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DOME,0,0.0,0.0
1642,Albert Wilson,Chiefs,4.0,3.0,18.0,1.0,1.0,-4.0,0.0,7.4,2017,3,6.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81,4,0.0,0.0
1643,Tyreek Hill,Chiefs,8.0,5.0,77.0,1.0,3.0,13.0,0.0,15.0,2017,3,6.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,81,4,0.0,0.0
1644,Albert Wilson,Chiefs,4.0,4.0,63.0,0.0,1.0,6.0,0.0,6.9,2017,4,12.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78,5,0.0,0.0
1645,Albert Wilson,Chiefs,2.0,1.0,63.0,1.0,0.0,0.0,0.0,12.3,2017,7,9.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61,4,0.0,0.0
1646,Tyreek Hill,Chiefs,8.0,6.0,125.0,1.0,2.0,7.0,0.0,19.2,2017,7,3.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61,4,0.0,0.0
1647,Albert Wilson,Chiefs,7.0,3.0,36.0,1.0,0.0,0.0,0.0,9.6,2017,12,7.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58,3,0.0,0.0
1648,Tyreek Hill,Chiefs,11.0,7.0,41.0,0.0,2.0,13.0,0.0,5.4,2017,12,30.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58,3,0.0,0.0
1649,Albert Wilson,Chiefs,7.0,5.0,72.0,0.0,0.0,0.0,0.0,7.2,2017,14,14.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47,5,0.0,0.0
1650,Tyreek Hill,Chiefs,6.0,4.0,75.0,0.0,0.0,0.0,0.0,7.5,2017,14,14.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47,5,0.0,0.0
1651,Aldrick Robinson,Falcons,3.0,2.0,48.0,1.0,0.0,0.0,0.0,10.8,2016,4,7.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
1652,Julio Jones,Falcons,15.0,12.0,300.0,1.0,0.0,0.0,0.0,36.0,2016,4,19.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
1653,Aldrick Robinson,Falcons,3.0,2.0,18.0,1.0,0.0,0.0,0.0,7.8,2016,13,11.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
1654,Julio Jones,Falcons,9.0,7.0,113.0,0.0,0.0,0.0,0.0,11.3,2016,13,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
1655,Aldrick Robinson,Falcons,5.0,4.0,111.0,0.0,0.0,0.0,0.0,11.1,2016,15,5.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
1656,Taylor Gabriel,Falcons,6.0,3.0,60.0,1.0,0.0,0.0,0.0,12.0,2016,15,13.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DOME,0,0.0,0.0
1657,Aldrick Robinson,49ers,12.0,3.0,52.0,0.0,0.0,0.0,0.0,5.2,2017,4,12.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DOME,0,0.0,0.0
1658,Trent Taylor,49ers,10.0,5.0,47.0,0.0,0.0,0.0,0.0,4.7,2017,4,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DOME,0,0.0,0.0
1659,Aldrick Robinson,49ers,5.0,2.0,66.0,1.0,0.0,0.0,0.0,12.6,2017,6,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69,3,0.0,0.0
1660,Pierre Garcon,49ers,12.0,5.0,55.0,0.0,0.0,0.0,0.0,5.5,2017,6,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69,3,0.0,0.0
1661,Allen Hurns,Jaguars,5.0,4.0,75.0,0.0,0.0,0.0,0.0,7.5,2016,1,10.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,91,1,0.0,0.0
1662,Allen Robinson,Jaguars,15.0,6.0,72.0,0.0,0.0,0.0,0.0,7.2,2016,1,17.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,91,1,0.0,0.0
1663,Allen Hurns,Jaguars,4.0,2.0,47.0,1.0,0.0,0.0,0.0,10.7,2016,4,7.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58,6,0.0,0.0
1664,Allen Robinson,Jaguars,10.0,5.0,55.0,1.0,0.0,0.0,0.0,11.5,2016,4,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58,6,0.0,0.0
1665,Allen Hurns,Jaguars,11.0,5.0,74.0,0.0,0.0,0.0,0.0,7.4,2016,6,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67,3,0.0,0.0
1666,Marqise Lee,Jaguars,6.0,6.0,61.0,0.0,0.0,0.0,0.0,6.1,2016,6,10.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67,3,0.0,0.0
1667,Allen Hurns,Jaguars,7.0,4.0,45.0,0.0,0.0,0.0,0.0,4.5,2016,7,15.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72,5,0.0,0.0
1668,Marqise Lee,Jaguars,8.0,7.0,107.0,0.0,0.0,0.0,0.0,10.7,2016,7,9.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72,5,0.0,0.0
1669,Allen Hurns,Jaguars,11.0,7.0,98.0,1.0,0.0,0.0,0.0,15.8,2016,8,7.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66,4,0.0,0.0
1670,Allen Robinson,Jaguars,15.0,6.0,70.0,0.0,0.0,0.0,0.0,7.0,2016,8,13.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66,4,0.0,0.0
1671,Bryan Walters,Jaguars,2.0,2.0,14.0,1.0,0.0,0.0,0.0,7.4,2016,8,9.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66,4,0.0,0.0
1672,Allen Hurns,Jaguars,7.0,1.0,12.0,1.0,0.0,0.0,0.0,7.2,2016,12,14.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38,6,0.0,0.0
1673,Marqise Lee,Jaguars,6.0,4.0,37.0,1.0,1.0,2.0,0.0,9.9,2016,12,11.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38,6,0.0,0.0
1674,Allen Hurns,Jaguars,7.0,6.0,82.0,1.0,0.0,0.0,0.0,14.2,2017,2,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,86,7,0.0,0.0
1675,Allen Hurns,Jaguars,7.0,6.0,82.0,1.0,0.0,0.0,0.0,14.2,2017,2,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,86,7,0.0,0.0
1676,Allen Hurns,Jaguars,7.0,6.0,82.0,1.0,0.0,0.0,0.0,14.2,2017,2,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,86,7,0.0,0.0
1677,Marqise Lee,Jaguars,12.0,7.0,76.0,0.0,0.0,0.0,0.0,7.6,2017,2,6.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,86,7,0.0,0.0
1678,Marqise Lee,Jaguars,12.0,7.0,76.0,0.0,0.0,0.0,0.0,7.6,2017,2,6.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,86,7,0.0,0.0
1679,Marqise Lee,Jaguars,12.0,7.0,76.0,0.0,0.0,0.0,0.0,7.6,2017,2,6.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,86,7,0.0,0.0
1680,Allen Hurns,Jaguars,3.0,3.0,20.0,1.0,0.0,0.0,0.0,8.0,2017,3,3.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70,7,0.0,0.0
1681,Marqise Lee,Jaguars,7.0,4.0,65.0,0.0,0.0,0.0,0.0,6.5,2017,3,4.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70,7,0.0,0.0
1682,Allen Hurns,Jaguars,3.0,3.0,37.0,0.0,0.0,0.0,0.0,3.7,2017,6,10.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,84,7,0.0,0.0
1683,Marqise Lee,Jaguars,10.0,5.0,83.0,0.0,1.0,17.0,0.0,10.0,2017,6,7.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,84,7,0.0,0.0
1684,Allen Hurns,Jaguars,8.0,5.0,101.0,0.0,0.0,0.0,0.0,10.1,2017,7,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,DOME,0,0.0,0.0
1685,Keelan Cole,Jaguars,3.0,2.0,64.0,0.0,0.0,0.0,0.0,6.4,2017,7,4.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,DOME,0,0.0,0.0
1686,Marqise Lee,Jaguars,6.0,4.0,72.0,0.0,0.0,0.0,0.0,7.2,2017,7,13.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,DOME,0,0.0,0.0
1687,Allen Hurns,Jaguars,9.0,7.0,70.0,0.0,0.0,0.0,0.0,7.0,2017,10,3.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75,5,1.0,0.0
1688,Keelan Cole,Jaguars,8.0,3.0,61.0,0.0,0.0,0.0,0.0,6.1,2017,10,10.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75,5,1.0,0.0
1689,Marqise Lee,Jaguars,11.0,6.0,55.0,1.0,0.0,0.0,0.0,11.5,2017,10,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75,5,1.0,0.0
1690,Allen Robinson,Jaguars,11.0,7.0,57.0,2.0,0.0,0.0,0.0,17.7,2016,3,11.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,87,4,0.0,0.0
1691,Allen Robinson,Jaguars,11.0,7.0,76.0,1.0,0.0,0.0,0.0,13.6,2016,9,16.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60,6,0.0,0.0
1692,Marqise Lee,Jaguars,8.0,4.0,84.0,0.0,1.0,11.0,0.0,9.5,2016,9,5.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60,6,0.0,0.0
1693,Allen Robinson,Jaguars,13.0,9.0,107.0,1.0,0.0,0.0,0.0,16.7,2016,10,7.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71,6,0.0,0.0
1694,Allen Robinson,Jaguars,13.0,9.0,107.0,1.0,0.0,0.0,0.0,16.7,2016,10,7.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71,6,0.0,0.0
1695,Marqise Lee,Jaguars,6.0,4.0,50.0,0.0,1.0,6.0,0.0,5.6,2016,10,11.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71,6,0.0,0.0
1696,Marqise Lee,Jaguars,6.0,4.0,50.0,0.0,1.0,6.0,0.0,5.6,2016,10,11.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71,6,0.0,0.0
1697,Allen Robinson,Jaguars,7.0,3.0,18.0,1.0,0.0,0.0,0.0,7.8,2016,11,14.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,DOME,0,0.0,0.0
1698,Marqise Lee,Jaguars,8.0,4.0,52.0,1.0,1.0,6.0,0.0,11.8,2016,11,9.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,DOME,0,0.0,0.0
1699,Allen Robinson,Jaguars,12.0,9.0,147.0,0.0,0.0,0.0,0.0,14.7,2016,16,8.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65,2,0.0,0.0
1700,Marqise Lee,Jaguars,7.0,3.0,37.0,1.0,0.0,0.0,0.0,9.7,2016,16,8.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65,2,0.0,0.0
1701,Alshon Jeffery,Bears,6.0,4.0,105.0,0.0,0.0,0.0,0.0,10.5,2016,1,9.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87,2,0.0,0.0
1702,Eddie Royal,Bears,6.0,4.0,57.0,1.0,0.0,0.0,0.0,11.7,2016,1,17.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87,2,0.0,0.0
1703,Alshon Jeffery,Bears,7.0,5.0,96.0,0.0,0.0,0.0,0.0,9.6,2016,2,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80,2,0.0,0.0
1704,Alshon Jeffery,Bears,7.0,5.0,70.0,0.0,0.0,0.0,0.0,7.0,2016,3,7.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75,4,0.0,0.0
1705,Kevin White,Bears,14.0,6.0,62.0,0.0,0.0,0.0,0.0,6.2,2016,3,5.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75,4,0.0,0.0
1706,Alshon Jeffery,Bears,6.0,5.0,77.0,0.0,0.0,0.0,0.0,7.7,2016,5,9.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DOME,0,0.0,0.0
1707,Cameron Meredith,Bears,12.0,9.0,130.0,1.0,1.0,6.0,0.0,19.6,2016,5,11.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DOME,0,0.0,0.0
1708,Alshon Jeffery,Bears,13.0,7.0,93.0,0.0,0.0,0.0,0.0,9.3,2016,6,12.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67,3,0.0,0.0
1709,Cameron Meredith,Bears,15.0,11.0,113.0,0.0,0.0,0.0,0.0,11.3,2016,6,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67,3,0.0,0.0
1710,Alshon Jeffery,Bears,8.0,4.0,63.0,1.0,0.0,0.0,0.0,12.3,2016,8,14.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57,3,1.0,0.0
1711,Alshon Jeffery,Bears,9.0,6.0,89.0,1.0,0.0,0.0,0.0,14.9,2016,15,9.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,7,0.0,0.0
1712,Cameron Meredith,Bears,13.0,9.0,104.0,0.0,0.0,0.0,0.0,10.4,2016,15,19.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,7,0.0,0.0
1713,Deonte Thompson,Bears,10.0,8.0,110.0,0.0,0.0,0.0,0.0,11.0,2016,15,9.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,7,0.0,0.0
1714,Josh Bellamy,Bears,3.0,1.0,10.0,1.0,0.0,0.0,0.0,7.0,2016,15,5.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,7,0.0,0.0
1715,Alshon Jeffery,Bears,10.0,5.0,92.0,0.0,0.0,0.0,0.0,9.2,2016,16,15.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,1,0.0,0.0
1716,Cameron Meredith,Bears,12.0,9.0,135.0,1.0,0.0,0.0,0.0,19.5,2016,16,6.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,1,0.0,0.0
1717,Deonte Thompson,Bears,4.0,3.0,34.0,1.0,0.0,0.0,0.0,9.4,2016,16,11.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,1,0.0,0.0
1718,Alshon Jeffery,Eagles,13.0,7.0,92.0,1.0,0.0,0.0,0.0,15.2,2017,2,8.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65,3,0.0,0.0
1719,Alshon Jeffery,Eagles,13.0,7.0,92.0,1.0,0.0,0.0,0.0,15.2,2017,2,8.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65,3,0.0,0.0
1720,Alshon Jeffery,Eagles,13.0,7.0,92.0,1.0,0.0,0.0,0.0,15.2,2017,2,8.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65,3,0.0,0.0
1721,Nelson Agholor,Eagles,3.0,1.0,9.0,1.0,0.0,0.0,0.0,6.9,2017,2,5.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65,3,0.0,0.0
1722,Nelson Agholor,Eagles,3.0,1.0,9.0,1.0,0.0,0.0,0.0,6.9,2017,2,5.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65,3,0.0,0.0
1723,Nelson Agholor,Eagles,3.0,1.0,9.0,1.0,0.0,0.0,0.0,6.9,2017,2,5.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65,3,0.0,0.0
1724,Alshon Jeffery,Eagles,6.0,3.0,29.0,1.0,0.0,0.0,0.0,8.9,2017,4,7.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74,4,0.0,0.0
1725,Nelson Agholor,Eagles,4.0,3.0,58.0,0.0,0.0,0.0,0.0,5.8,2017,4,15.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74,4,0.0,0.0
1726,Alshon Jeffery,Eagles,10.0,4.0,71.0,0.0,0.0,0.0,0.0,7.1,2017,6,12.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73,5,0.0,0.0
1727,Mack Hollins,Eagles,2.0,2.0,38.0,0.0,0.0,0.0,0.0,3.8,2017,6,12.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73,5,0.0,0.0
1728,Nelson Agholor,Eagles,7.0,4.0,55.0,1.0,0.0,0.0,0.0,11.5,2017,6,10.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73,5,0.0,0.0
1729,Alshon Jeffery,Eagles,8.0,2.0,62.0,1.0,0.0,0.0,0.0,12.2,2017,8,20.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63,2,1.0,0.0
1730,Alshon Jeffery,Eagles,11.0,6.0,84.0,2.0,0.0,0.0,0.0,20.4,2017,9,12.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62,1,0.0,0.0
1731,Alshon Jeffery,Eagles,7.0,4.0,67.0,1.0,0.0,0.0,0.0,12.7,2017,11,11.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52,0,0.0,0.0
1732,Torrey Smith,Eagles,4.0,3.0,28.0,1.0,0.0,0.0,0.0,8.8,2017,11,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52,0,0.0,0.0
1733,Alshon Jeffery,Eagles,9.0,5.0,52.0,1.0,0.0,0.0,0.0,11.2,2017,12,6.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48,5,0.0,0.0
1734,Nelson Agholor,Eagles,6.0,3.0,32.0,1.0,0.0,0.0,1.0,15.2,2017,12,20.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48,5,0.0,0.0
1735,Alshon Jeffery,Eagles,6.0,4.0,61.0,0.0,0.0,0.0,0.0,6.1,2017,13,11.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42,0,0.0,0.0
1736,Nelson Agholor,Eagles,12.0,7.0,141.0,1.0,0.0,0.0,0.0,20.1,2017,13,6.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42,0,0.0,0.0
1737,Alshon Jeffery,Eagles,11.0,5.0,52.0,1.0,0.0,0.0,0.0,11.2,2017,14,10.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79,1,0.0,0.0
1738,Nelson Agholor,Eagles,11.0,8.0,64.0,0.0,0.0,0.0,0.0,6.4,2017,14,11.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79,1,0.0,0.0
1739,Amari Cooper,Raiders,11.0,6.0,137.0,0.0,0.0,0.0,0.0,13.7,2016,1,7.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DOME,0,0.0,0.0
1740,Michael Crabtree,Raiders,9.0,7.0,87.0,0.0,0.0,0.0,0.0,8.7,2016,1,9.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DOME,0,0.0,0.0
1741,Seth Roberts,Raiders,4.0,2.0,19.0,1.0,0.0,0.0,0.0,7.9,2016,1,8.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DOME,0,0.0,0.0
1742,Amari Cooper,Raiders,9.0,5.0,71.0,0.0,0.0,0.0,0.0,7.1,2016,2,6.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83,3,0.0,0.0
1743,Michael Crabtree,Raiders,5.0,4.0,31.0,1.0,0.0,0.0,0.0,9.1,2016,2,10.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83,3,0.0,0.0
1744,Amari Cooper,Raiders,9.0,4.0,62.0,0.0,0.0,0.0,0.0,6.2,2016,3,19.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89,3,0.0,0.0
1745,Michael Crabtree,Raiders,11.0,8.0,102.0,0.0,0.0,0.0,0.0,10.2,2016,3,26.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89,3,0.0,0.0
1746,Seth Roberts,Raiders,6.0,2.0,27.0,1.0,0.0,0.0,0.0,8.7,2016,3,7.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89,3,0.0,0.0
1747,Amari Cooper,Raiders,12.0,6.0,138.0,1.0,0.0,0.0,0.0,19.8,2016,5,12.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78,4,0.0,0.0
1748,Michael Crabtree,Raiders,7.0,3.0,47.0,1.0,0.0,0.0,0.0,10.7,2016,5,15.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78,4,0.0,0.0
1749,Amari Cooper,Raiders,13.0,10.0,129.0,0.0,0.0,0.0,0.0,12.9,2016,6,23.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61,5,1.0,0.0
1750,Andre Holmes,Raiders,2.0,2.0,11.0,1.0,0.0,0.0,0.0,7.1,2016,6,9.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61,5,1.0,0.0
1751,Amari Cooper,Raiders,15.0,12.0,173.0,1.0,0.0,0.0,0.0,23.3,2016,8,5.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84,1,0.0,0.0
1752,Michael Crabtree,Raiders,16.0,8.0,108.0,0.0,0.0,0.0,0.0,10.8,2016,8,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84,1,0.0,0.0
1753,Seth Roberts,Raiders,7.0,3.0,69.0,1.0,0.0,0.0,0.0,12.9,2016,8,9.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84,1,0.0,0.0
1754,Amari Cooper,Raiders,8.0,6.0,56.0,0.0,0.0,0.0,0.0,5.6,2016,9,11.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67,3,0.0,0.0
1755,Amari Cooper,Raiders,5.0,4.0,57.0,1.0,0.0,0.0,0.0,11.7,2016,11,11.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62,0,0.0,0.0
1756,Amari Cooper,Raiders,4.0,2.0,59.0,1.0,1.0,0.0,0.0,11.9,2016,13,7.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55,2,0.0,0.0
1757,Michael Crabtree,Raiders,11.0,7.0,74.0,1.0,0.0,0.0,0.0,13.4,2016,13,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55,2,0.0,0.0
1758,Amari Cooper,Raiders,6.0,4.0,72.0,0.0,0.0,0.0,0.0,7.2,2016,16,9.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48,5,0.0,0.0
1759,Andre Holmes,Raiders,5.0,3.0,33.0,1.0,0.0,0.0,0.0,9.3,2016,16,6.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48,5,0.0,0.0
1760,Michael Crabtree,Raiders,10.0,7.0,90.0,0.0,0.0,0.0,0.0,9.0,2016,16,8.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48,5,0.0,0.0
1761,Amari Cooper,Raiders,8.0,4.0,39.0,1.0,0.0,0.0,0.0,9.9,2016,17,12.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48,3,0.0,0.0
1762,Amari Cooper,Raiders,13.0,5.0,62.0,1.0,0.0,0.0,0.0,12.2,2017,1,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,4,0.0,0.0
1763,Amari Cooper,Raiders,13.0,5.0,62.0,1.0,0.0,0.0,0.0,12.2,2017,1,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,4,0.0,0.0
1764,Amari Cooper,Raiders,13.0,5.0,62.0,1.0,0.0,0.0,0.0,12.2,2017,1,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,4,0.0,0.0
1765,Michael Crabtree,Raiders,7.0,6.0,83.0,0.0,0.0,0.0,0.0,8.3,2017,1,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,4,0.0,0.0
1766,Michael Crabtree,Raiders,7.0,6.0,83.0,0.0,0.0,0.0,0.0,8.3,2017,1,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,4,0.0,0.0
1767,Michael Crabtree,Raiders,7.0,6.0,83.0,0.0,0.0,0.0,0.0,8.3,2017,1,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,4,0.0,0.0
1768,Seth Roberts,Raiders,1.0,1.0,19.0,1.0,0.0,0.0,0.0,7.9,2017,1,4.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,4,0.0,0.0
1769,Seth Roberts,Raiders,1.0,1.0,19.0,1.0,0.0,0.0,0.0,7.9,2017,1,4.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,4,0.0,0.0
1770,Seth Roberts,Raiders,1.0,1.0,19.0,1.0,0.0,0.0,0.0,7.9,2017,1,4.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,4,0.0,0.0
1771,Amari Cooper,Raiders,19.0,11.0,210.0,2.0,0.0,0.0,0.0,33.0,2017,7,5.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61,4,0.0,0.0
1772,Michael Crabtree,Raiders,7.0,3.0,24.0,1.0,0.0,0.0,0.0,8.4,2017,7,8.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61,4,0.0,0.0
1773,Amari Cooper,Raiders,10.0,5.0,48.0,0.0,1.0,4.0,0.0,5.2,2017,8,5.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39,2,1.0,0.0
1774,Michael Crabtree,Raiders,10.0,5.0,83.0,0.0,0.0,0.0,0.0,8.3,2017,8,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39,2,1.0,0.0
1775,Amari Cooper,Raiders,9.0,4.0,58.0,0.0,0.0,0.0,0.0,5.8,2017,9,8.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76,0,0.0,0.0
1776,Johnny Holton,Raiders,1.0,1.0,44.0,1.0,0.0,0.0,0.0,10.4,2017,9,5.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76,0,0.0,0.0
1777,Michael Crabtree,Raiders,4.0,3.0,40.0,0.0,0.0,0.0,0.0,4.0,2017,9,5.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76,0,0.0,0.0
1778,Amari Cooper,Raiders,7.0,3.0,28.0,1.0,0.0,0.0,0.0,8.8,2017,11,6.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64,3,0.0,0.0
