,name,team,g,rec_target,rec_rec,rec_yd,rec_td,fp,fpg,season,week,next_fp,rush_att,rush_yd,rush_td
721,Gary Barnidge,CLE,1,3,2,35,0,3.5,3.5,2016,15,4.2,,,
773,Gary Barnidge,CLE,1,6,5,42,0,4.2,4.2,2016,16,10.0,,,
804,Gary Barnidge,CLE,1,5,5,40,1,10.0,10.0,2016,17,,,,
416,Gavin Escobar,DAL,1,1,1,2,1,6.2,6.2,2016,9,2.1,,,
526,Gavin Escobar,DAL,1,3,2,21,0,2.1,2.1,2016,11,0.7,,,
843,Gavin Escobar,DAL,1,3,1,7,0,0.7,0.7,2016,17,,,,
28,Geoff Swaim,DAL,1,1,1,21,0,2.1,2.1,2016,1,2.9,,,
81,Geoff Swaim,DAL,1,2,2,29,0,2.9,2.9,2016,2,0.0,,,
249,Geoff Swaim,DAL,1,1,0,0,0,0.0,0.0,2016,5,0.8,,,
388,Geoff Swaim,DAL,1,1,1,8,0,0.8,0.8,2016,8,1.1,,,
439,Geoff Swaim,DAL,1,2,2,11,0,1.1,1.1,2016,9,0.7,,,
1198,Geoff Swaim,DAL,1,1,1,7,0,0.7,0.7,2017,7,1.8,,,
1229,Geoff Swaim,DAL,1,1,1,18,0,1.8,1.8,2017,8,,,,
874,George Kittle,SF,1,6,5,27,0,2.7,2.7,2017,1,1.3,,,
941,George Kittle,SF,1,2,2,13,0,1.3,1.3,2017,2,0.8,,,
992,George Kittle,SF,1,3,1,8,0,0.8,0.8,2017,3,3.5,,,
1027,George Kittle,SF,1,3,2,35,0,3.5,3.5,2017,4,14.3,,,
1052,George Kittle,SF,1,9,7,83,1,14.3,14.3,2017,5,4.6,,,
1119,George Kittle,SF,1,8,4,46,0,4.6,4.6,2017,6,1.6,,,
1186,George Kittle,SF,1,2,1,16,0,1.6,1.6,2017,7,2.2,,,
1223,George Kittle,SF,1,4,2,22,0,2.2,2.2,2017,8,2.7,,,
1275,George Kittle,SF,1,5,3,27,0,2.7,2.7,2017,9,1.4,,,
1435,George Kittle,SF,1,2,1,14,0,1.4,1.4,2017,12,2.0,,,
1483,George Kittle,SF,1,3,2,20,0,2.0,2.0,2017,13,1.0,,,
1539,George Kittle,SF,1,2,2,10,0,1.0,1.0,2017,14,5.2,,,
1567,George Kittle,SF,1,5,4,52,0,5.2,5.2,2017,15,10.2,,,
1605,George Kittle,SF,1,3,3,42,1,10.2,10.2,2017,16,10.0,,,
1651,George Kittle,SF,1,6,4,100,0,10.0,10.0,2017,17,,,,
867,Gerald Everett,LAR,1,1,1,39,0,3.9,3.9,2017,1,9.5,,,
907,Gerald Everett,LAR,1,3,3,95,0,9.5,9.5,2017,2,0.8,,,
1048,Gerald Everett,LAR,1,3,1,8,0,0.8,0.8,2017,4,0.8,,,
1094,Gerald Everett,LAR,1,3,1,8,0,0.8,0.8,2017,5,6.4,,,
1115,Gerald Everett,LAR,1,3,1,4,1,6.4,6.4,2017,6,5.7,,,
1264,Gerald Everett,LAR,1,2,1,44,0,5.7,5.7,2017,9,0.0,,,
1342,Gerald Everett,LAR,1,2,0,0,0,0.0,0.0,2017,10,0.8,,,
1390,Gerald Everett,LAR,1,2,1,8,0,0.8,0.8,2017,11,0.9,,,
1443,Gerald Everett,LAR,1,1,1,9,0,0.9,0.9,2017,12,6.7,,,
1463,Gerald Everett,LAR,1,4,2,7,1,6.7,6.7,2017,13,0.6,,,
1547,Gerald Everett,LAR,1,1,1,6,0,0.6,0.6,2017,14,1.6,,,
1675,Gerald Everett,LAR,1,6,3,16,0,1.6,1.6,2017,17,,,,
8,Greg Olsen,CAR,1,9,7,73,0,7.3,7.3,2016,1,18.2,,,
50,Greg Olsen,CAR,1,8,5,122,1,18.2,18.2,2016,2,6.4,,,
112,Greg Olsen,CAR,1,10,6,64,0,6.4,6.4,2016,3,13.6,,,
151,Greg Olsen,CAR,1,13,6,76,1,13.6,13.6,2016,4,18.1,,,
201,Greg Olsen,CAR,1,13,9,181,0,18.1,18.1,2016,5,9.4,,,
258,Greg Olsen,CAR,1,7,6,94,0,9.4,9.4,2016,6,1.1,,,
384,Greg Olsen,CAR,1,3,1,11,0,1.1,1.1,2016,8,11.2,,,
404,Greg Olsen,CAR,1,7,5,52,1,11.2,11.2,2016,9,3.9,,,
473,Greg Olsen,CAR,1,8,5,39,0,3.9,3.9,2016,10,3.3,,,
519,Greg Olsen,CAR,1,7,4,33,0,3.3,3.3,2016,11,4.5,,,
570,Greg Olsen,CAR,1,5,4,45,0,4.5,4.5,2016,12,3.0,,,
623,Greg Olsen,CAR,1,7,3,30,0,3.0,3.0,2016,13,8.7,,,
656,Greg Olsen,CAR,1,7,4,87,0,8.7,8.7,2016,14,8.5,,,
708,Greg Olsen,CAR,1,9,6,85,0,8.5,8.5,2016,15,5.9,,,
768,Greg Olsen,CAR,1,12,6,59,0,5.9,5.9,2016,16,2.2,,,
826,Greg Olsen,CAR,1,4,3,22,0,2.2,2.2,2016,17,1.8,,,
881,Greg Olsen,CAR,1,4,2,18,0,1.8,1.8,2017,1,1.0,,,
944,Greg Olsen,CAR,1,2,1,10,0,1.0,1.0,2017,2,1.0,,,
1440,Greg Olsen,CAR,1,4,1,10,0,1.0,1.0,2017,12,17.6,,,
1550,Greg Olsen,CAR,1,12,9,116,1,17.6,17.6,2017,15,2.7,,,
1622,Greg Olsen,CAR,1,6,3,27,0,2.7,2.7,2017,16,1.0,,,
1684,Greg Olsen,CAR,1,9,1,10,0,1.0,1.0,2017,17,,,,
32,Hunter Henry,SD,1,2,1,20,0,2.0,2.0,2016,1,7.6,,,
106,Hunter Henry,SD,1,5,5,76,0,7.6,7.6,2016,3,12.1,,,
152,Hunter Henry,SD,1,7,4,61,1,12.1,12.1,2016,4,13.4,,,
202,Hunter Henry,SD,1,4,3,74,1,13.4,13.4,2016,5,14.3,,,
253,Hunter Henry,SD,1,8,6,83,1,14.3,14.3,2016,6,1.6,,,
324,Hunter Henry,SD,1,3,1,16,0,1.6,1.6,2016,7,1.4,,,
382,Hunter Henry,SD,1,4,2,14,0,1.4,1.4,2016,8,7.1,,,
461,Hunter Henry,SD,1,2,2,11,1,7.1,7.1,2016,10,8.0,,,
559,Hunter Henry,SD,1,3,2,20,1,8.0,8.0,2016,12,1.4,,,
635,Hunter Henry,SD,1,1,1,14,0,1.4,1.4,2016,13,7.3,,,
657,Hunter Henry,SD,1,5,2,13,1,7.3,7.3,2016,14,9.7,,,
704,Hunter Henry,SD,1,4,3,37,1,9.7,9.7,2016,15,10.3,,,
803,Hunter Henry,SD,1,5,4,43,1,10.3,10.3,2016,17,8.0,,,
912,Hunter Henry,LAC,1,7,7,80,0,8.0,8.0,2017,2,7.6,,,
1010,Hunter Henry,LAC,1,3,2,16,1,7.6,7.6,2017,4,10.2,,,
1057,Hunter Henry,LAC,1,8,3,42,1,10.2,10.2,2017,5,9.0,,,
1107,Hunter Henry,LAC,1,7,5,90,0,9.0,9.0,2017,6,7.3,,,
1163,Hunter Henry,LAC,1,5,4,73,0,7.3,7.3,2017,7,1.1,,,
1238,Hunter Henry,LAC,1,2,2,11,0,1.1,1.1,2017,8,0.7,,,
1334,Hunter Henry,LAC,1,2,1,7,0,0.7,0.7,2017,10,2.5,,,
1373,Hunter Henry,LAC,1,5,2,25,0,2.5,2.5,2017,11,13.6,,,
1403,Hunter Henry,LAC,1,5,5,76,1,13.6,13.6,2017,12,8.1,,,
1460,Hunter Henry,LAC,1,9,7,81,0,8.1,8.1,2017,13,11.0,,,
1504,Hunter Henry,LAC,1,6,4,50,1,11.0,11.0,2017,14,2.8,,,
1578,Hunter Henry,LAC,1,3,3,28,0,2.8,2.8,2017,15,,,,
311,Ifeanyi Momah,ARI,1,2,2,50,0,5.0,5.0,2016,7,0.0,,,
397,Ifeanyi Momah,ARI,1,1,0,0,0,0.0,0.0,2016,8,4.6,,,
919,Ifeanyi Momah,ARI,1,2,1,46,0,4.6,4.6,2017,2,,,,
0,Jack Doyle,IND,1,4,3,35,2,15.5,15.5,2016,1,3.7,,,
74,Jack Doyle,IND,1,5,4,37,0,3.7,3.7,2016,2,6.5,,,
111,Jack Doyle,IND,1,6,6,65,0,6.5,6.5,2016,3,0.6,,,
193,Jack Doyle,IND,1,1,1,6,0,0.6,0.6,2016,4,0.8,,,
232,Jack Doyle,IND,1,3,2,8,0,0.8,0.8,2016,5,11.3,,,
255,Jack Doyle,IND,1,4,4,53,1,11.3,11.3,2016,6,13.8,,,
302,Jack Doyle,IND,1,10,9,78,1,13.8,13.8,2016,7,3.6,,,
368,Jack Doyle,IND,1,3,2,36,0,3.6,3.6,2016,8,6.1,,,
417,Jack Doyle,IND,1,9,5,61,0,6.1,6.1,2016,9,0.7,,,
538,Jack Doyle,IND,1,2,1,7,0,0.7,0.7,2016,11,2.5,,,
580,Jack Doyle,IND,1,2,2,25,0,2.5,2.5,2016,12,3.0,,,
622,Jack Doyle,IND,1,4,4,30,0,3.0,3.0,2016,13,5.5,,,
663,Jack Doyle,IND,1,6,5,55,0,5.5,5.5,2016,14,3.2,,,
724,Jack Doyle,IND,1,4,4,32,0,3.2,3.2,2016,15,4.6,,,
771,Jack Doyle,IND,1,7,5,46,0,4.6,4.6,2016,16,7.0,,,
816,Jack Doyle,IND,1,5,2,10,1,7.0,7.0,2016,17,4.1,,,
866,Jack Doyle,IND,1,3,2,41,0,4.1,4.1,2017,1,7.9,,,
913,Jack Doyle,IND,1,8,8,79,0,7.9,7.9,2017,2,1.6,,,
980,Jack Doyle,IND,1,5,2,16,0,1.6,1.6,2017,3,2.7,,,
1032,Jack Doyle,IND,1,7,5,27,0,2.7,2.7,2017,4,11.0,,,
1104,Jack Doyle,IND,1,11,7,50,1,11.0,11.0,2017,6,4.4,,,
1172,Jack Doyle,IND,1,7,6,44,0,4.4,4.4,2017,7,18.1,,,
1201,Jack Doyle,IND,1,14,12,121,1,18.1,18.1,2017,8,6.3,,,
1262,Jack Doyle,IND,1,9,8,63,0,6.3,6.3,2017,9,0.9,,,
1331,Jack Doyle,IND,1,5,2,9,0,0.9,0.9,2017,10,9.4,,,
1406,Jack Doyle,IND,1,8,7,94,0,9.4,9.4,2017,12,1.6,,,
1488,Jack Doyle,IND,1,5,3,16,0,1.6,1.6,2017,13,6.4,,,
1514,Jack Doyle,IND,1,3,2,4,1,6.4,6.4,2017,14,4.7,,,
1569,Jack Doyle,IND,1,8,7,47,0,4.7,4.7,2017,15,4.1,,,
1613,Jack Doyle,IND,1,10,5,41,0,4.1,4.1,2017,16,9.8,,,
1652,Jack Doyle,IND,1,5,4,38,1,9.8,9.8,2017,17,,,,
975,Jacob Hollister,NE,1,1,1,19,0,1.9,1.9,2017,3,1.3,,,
1234,Jacob Hollister,NE,1,1,1,13,0,1.3,1.3,2017,8,1.0,,,
1642,Jacob Hollister,NE,1,2,1,5,0,1.0,1.0,2017,16,,,,
15,Jacob Tamme,ATL,1,8,6,51,0,5.1,5.1,2016,1,13.5,,,
54,Jacob Tamme,ATL,1,8,5,75,1,13.5,13.5,2016,2,2.8,,,
123,Jacob Tamme,ATL,1,4,3,28,0,2.8,2.8,2016,3,6.3,,,
163,Jacob Tamme,ATL,1,2,2,3,1,6.3,6.3,2016,4,0.1,,,
242,Jacob Tamme,ATL,1,1,1,1,0,0.1,0.1,2016,5,1.6,,,
286,Jacob Tamme,ATL,1,3,2,16,0,1.6,1.6,2016,6,7.7,,,
305,Jacob Tamme,ATL,1,3,1,17,1,7.7,7.7,2016,7,1.9,,,
380,Jacob Tamme,ATL,1,2,2,19,0,1.9,1.9,2016,8,,,,
1007,James Hanna,DAL,1,1,1,28,1,8.8,8.8,2017,4,0.0,,,
1296,James Hanna,DAL,1,1,0,0,0,0.0,0.0,2017,9,1.6,,,
1527,James Hanna,DAL,1,1,1,16,0,1.6,1.6,2017,14,3.1,,,
1577,James Hanna,DAL,1,1,1,31,0,3.1,3.1,2017,15,1.3,,,
1677,James Hanna,DAL,1,2,1,13,0,1.3,1.3,2017,17,,,,
449,James O'Shaughnessy,KC,1,1,1,0,0,0.0,0.0,2016,9,1.8,,,
880,James O'Shaughnessy,JAC,1,1,1,18,0,1.8,1.8,2017,1,1.2,,,
986,James O'Shaughnessy,JAC,1,1,1,12,0,1.2,1.2,2017,3,1.1,,,
1137,James O'Shaughnessy,JAC,1,3,2,11,0,1.1,1.1,2017,6,0.6,,,
1288,James O'Shaughnessy,JAC,1,1,1,6,0,0.6,0.6,2017,9,1.2,,,
1383,James O'Shaughnessy,JAC,1,1,1,12,0,1.2,1.2,2017,11,0.7,,,
1446,James O'Shaughnessy,JAC,1,2,1,7,0,0.7,0.7,2017,12,2.9,,,
1476,James O'Shaughnessy,JAC,1,1,1,29,0,2.9,2.9,2017,13,1.5,,,
1587,James O'Shaughnessy,JAC,1,2,1,15,0,1.5,1.5,2017,15,9.9,,,
1606,James O'Shaughnessy,JAC,1,6,5,39,1,9.9,9.9,2017,16,,,,
43,Jared Cook,GB,1,2,1,7,0,0.7,0.7,2016,1,3.1,,,
78,Jared Cook,GB,1,6,4,31,0,3.1,3.1,2016,2,1.5,,,
132,Jared Cook,GB,1,3,1,15,0,1.5,1.5,2016,3,16.5,,,
500,Jared Cook,GB,1,11,6,105,1,16.5,16.5,2016,11,0.7,,,
599,Jared Cook,GB,1,2,1,7,0,0.7,0.7,2016,12,1.9,,,
628,Jared Cook,GB,1,4,3,19,0,1.9,1.9,2016,13,1.5,,,
687,Jared Cook,GB,1,2,1,15,0,1.5,1.5,2016,14,8.5,,,
706,Jared Cook,GB,1,8,6,85,0,8.5,8.5,2016,15,3.7,,,
777,Jared Cook,GB,1,5,3,37,0,3.7,3.7,2016,16,5.6,,,
820,Jared Cook,GB,1,8,4,56,0,5.6,5.6,2016,17,5.6,,,
859,Jared Cook,OAK,1,5,5,56,0,5.6,5.6,2017,1,2.5,,,
928,Jared Cook,OAK,1,6,4,25,0,2.5,2.5,2017,2,10.3,,,
957,Jared Cook,OAK,1,6,4,43,1,10.3,10.3,2017,3,4.6,,,
1019,Jared Cook,OAK,1,8,3,46,0,4.6,4.6,2017,4,2.5,,,
1074,Jared Cook,OAK,1,6,3,25,0,2.5,2.5,2017,5,1.4,,,
1134,Jared Cook,OAK,1,3,2,14,0,1.4,1.4,2017,6,10.7,,,
1156,Jared Cook,OAK,1,7,6,107,0,10.7,10.7,2017,7,5.7,,,
1212,Jared Cook,OAK,1,5,4,57,0,5.7,5.7,2017,8,12.6,,,
1253,Jared Cook,OAK,1,9,8,126,0,12.6,12.6,2017,9,3.6,,,
1366,Jared Cook,OAK,1,5,2,36,0,3.6,3.6,2017,11,0.1,,,
1449,Jared Cook,OAK,1,5,1,1,0,0.1,0.1,2017,12,13.5,,,
1501,Jared Cook,OAK,1,6,5,75,1,13.5,13.5,2017,14,1.7,,,
1585,Jared Cook,OAK,1,4,2,17,0,1.7,1.7,2017,15,1.5,,,
1631,Jared Cook,OAK,1,2,1,15,0,1.5,1.5,2017,16,3.5,,,
1663,Jared Cook,OAK,1,4,3,35,0,3.5,3.5,2017,17,,,,
9,Jason Witten,DAL,1,14,9,66,0,6.6,6.6,2016,1,5.1,,,
70,Jason Witten,DAL,1,4,3,51,0,5.1,5.1,2016,2,2.5,,,
126,Jason Witten,DAL,1,2,2,25,0,2.5,2.5,2016,3,4.7,,,
168,Jason Witten,DAL,1,9,7,47,0,4.7,4.7,2016,4,4.3,,,
217,Jason Witten,DAL,1,5,3,43,0,4.3,4.3,2016,5,4.2,,,
268,Jason Witten,DAL,1,8,4,42,0,4.2,4.2,2016,6,7.6,,,
363,Jason Witten,DAL,1,3,2,16,1,7.6,7.6,2016,8,19.4,,,
401,Jason Witten,DAL,1,10,8,134,1,19.4,19.4,2016,9,5.9,,,
466,Jason Witten,DAL,1,8,6,59,0,5.9,5.9,2016,10,3.7,,,
517,Jason Witten,DAL,1,7,5,37,0,3.7,3.7,2016,11,3.3,,,
578,Jason Witten,DAL,1,3,3,33,0,3.3,3.3,2016,12,2.6,,,
675,Jason Witten,DAL,1,7,4,26,0,2.6,2.6,2016,14,5.1,,,
715,Jason Witten,DAL,1,10,10,51,0,5.1,5.1,2016,15,9.3,,,
757,Jason Witten,DAL,1,4,2,33,1,9.3,9.3,2016,16,1.0,,,
838,Jason Witten,DAL,1,1,1,10,0,1.0,1.0,2016,17,11.9,,,
852,Jason Witten,DAL,1,9,7,59,1,11.9,11.9,2017,1,15.7,,,
902,Jason Witten,DAL,1,13,10,97,1,15.7,15.7,2017,2,0.9,,,
1047,Jason Witten,DAL,1,2,1,9,0,0.9,0.9,2017,4,6.1,,,
1067,Jason Witten,DAL,1,10,8,61,0,6.1,6.1,2017,5,11.4,,,
1154,Jason Witten,DAL,1,4,4,54,1,11.4,11.4,2017,7,3.1,,,
1215,Jason Witten,DAL,1,5,3,31,0,3.1,3.1,2017,8,0.5,,,
1292,Jason Witten,DAL,1,1,1,5,0,0.5,0.5,2017,9,5.9,,,
1317,Jason Witten,DAL,1,7,7,59,0,5.9,5.9,2017,10,0.7,,,
1393,Jason Witten,DAL,1,1,1,7,0,0.7,0.7,2017,11,4.4,,,
1416,Jason Witten,DAL,1,7,7,44,0,4.4,4.4,2017,12,6.8,,,
1462,Jason Witten,DAL,1,5,1,8,1,6.8,6.8,2017,13,8.0,,,
1511,Jason Witten,DAL,1,2,1,20,1,8.0,8.0,2017,14,4.7,,,
1570,Jason Witten,DAL,1,5,4,47,0,4.7,4.7,2017,15,3.9,,,
1615,Jason Witten,DAL,1,9,5,39,0,3.9,3.9,2017,16,1.7,,,
1674,Jason Witten,DAL,1,3,2,17,0,1.7,1.7,2017,17,,,,
121,Jeff Heuerman,DEN,1,1,1,29,0,2.9,2.9,2016,3,1.9,,,
179,Jeff Heuerman,DEN,1,1,1,19,0,1.9,1.9,2016,4,0.0,,,
243,Jeff Heuerman,DEN,1,1,0,0,0,0.0,0.0,2016,5,4.0,,,
719,Jeff Heuerman,DEN,1,4,2,40,0,4.0,4.0,2016,15,3.2,,,
780,Jeff Heuerman,DEN,1,6,3,32,0,3.2,3.2,2016,16,2.1,,,
828,Jeff Heuerman,DEN,1,4,2,21,0,2.1,2.1,2016,17,2.0,,,
877,Jeff Heuerman,DEN,1,2,1,20,0,2.0,2.0,2017,1,1.5,,,
939,Jeff Heuerman,DEN,1,1,1,15,0,1.5,1.5,2017,2,8.4,,,
1111,Jeff Heuerman,DEN,1,2,2,24,1,8.4,8.4,2017,6,1.1,,,
1239,Jeff Heuerman,DEN,1,2,1,11,0,1.1,1.1,2017,8,0.0,,,
1298,Jeff Heuerman,DEN,1,1,0,0,0,0.0,0.0,2017,9,0.4,,,
1335,Jeff Heuerman,DEN,1,3,1,4,0,0.4,0.4,2017,10,11.4,,,
1556,Jeff Heuerman,DEN,1,1,1,54,1,11.4,11.4,2017,15,0.9,,,
1689,Jeff Heuerman,DEN,1,2,1,9,0,0.9,0.9,2017,17,,,,
222,Jerell Adams,NYG,1,2,2,27,0,2.7,2.7,2016,5,0.5,,,
341,Jerell Adams,NYG,1,1,1,5,0,0.5,0.5,2016,7,2.4,,,
426,Jerell Adams,NYG,1,4,3,24,0,2.4,2.4,2016,9,7.8,,,
459,Jerell Adams,NYG,1,3,3,18,1,7.8,7.8,2016,10,0.0,,,
542,Jerell Adams,NYG,1,1,0,0,0,0.0,0.0,2016,11,1.0,,,
639,Jerell Adams,NYG,1,3,1,10,0,1.0,1.0,2016,13,1.1,,,
692,Jerell Adams,NYG,1,2,2,11,0,1.1,1.1,2016,14,1.8,,,
731,Jerell Adams,NYG,1,4,3,18,0,1.8,1.8,2016,15,3.8,,,
923,Jerell Adams,NYG,1,1,1,38,0,3.8,3.8,2017,2,1.1,,,
1091,Jerell Adams,NYG,1,1,1,11,0,1.1,1.1,2017,5,0.6,,,
1142,Jerell Adams,NYG,1,1,1,6,0,0.6,0.6,2017,6,0.6,,,
1394,Jerell Adams,NYG,1,1,1,6,0,0.6,0.6,2017,11,3.1,,,
1621,Jerell Adams,NYG,1,4,4,31,0,3.1,3.1,2017,16,,,,
1362,Jeremy Sprinkle,WAS,1,1,1,7,1,6.7,6.7,2017,11,0.6,,,
1647,Jeremy Sprinkle,WAS,1,1,1,6,0,0.6,0.6,2017,16,,,,
18,Jermaine Gresham,ARI,1,4,4,41,0,4.1,4.1,2016,1,0.4,,,
240,Jermaine Gresham,ARI,1,1,1,4,0,0.4,0.4,2016,5,1.4,,,
289,Jermaine Gresham,ARI,1,2,1,14,0,1.4,1.4,2016,6,1.5,,,
325,Jermaine Gresham,ARI,1,4,2,15,0,1.5,1.5,2016,7,3.2,,,
373,Jermaine Gresham,ARI,1,5,3,32,0,3.2,3.2,2016,8,3.7,,,
474,Jermaine Gresham,ARI,1,6,4,37,0,3.7,3.7,2016,10,9.3,,,
507,Jermaine Gresham,ARI,1,2,2,33,1,9.3,9.3,2016,11,9.5,,,
557,Jermaine Gresham,ARI,1,10,5,35,1,9.5,9.5,2016,12,5.2,,,
612,Jermaine Gresham,ARI,1,6,5,52,0,5.2,5.2,2016,13,4.5,,,
665,Jermaine Gresham,ARI,1,7,5,45,0,4.5,4.5,2016,14,4.2,,,
717,Jermaine Gresham,ARI,1,5,3,42,0,4.2,4.2,2016,15,4.0,,,
775,Jermaine Gresham,ARI,1,4,2,40,0,4.0,4.0,2016,16,1.5,,,
884,Jermaine Gresham,ARI,1,4,3,15,0,1.5,1.5,2017,1,4.7,,,
966,Jermaine Gresham,ARI,1,9,5,47,0,4.7,4.7,2017,3,1.2,,,
1044,Jermaine Gresham,ARI,1,3,2,12,0,1.2,1.2,2017,4,1.6,,,
1086,Jermaine Gresham,ARI,1,2,2,16,0,1.6,1.6,2017,5,3.2,,,
1123,Jermaine Gresham,ARI,1,2,2,32,0,3.2,3.2,2017,6,1.8,,,
1183,Jermaine Gresham,ARI,1,3,1,18,0,1.8,1.8,2017,7,8.3,,,
1255,Jermaine Gresham,ARI,1,3,2,23,1,8.3,8.3,2017,9,12.4,,,
1302,Jermaine Gresham,ARI,1,7,5,64,1,12.4,12.4,2017,10,1.0,,,
1385,Jermaine Gresham,ARI,1,1,1,10,0,1.0,1.0,2017,11,1.3,,,
1436,Jermaine Gresham,ARI,1,3,2,13,0,1.3,1.3,2017,12,1.7,,,
1486,Jermaine Gresham,ARI,1,3,2,17,0,1.7,1.7,2017,13,2.7,,,
1519,Jermaine Gresham,ARI,1,2,2,27,0,2.7,2.7,2017,14,0.4,,,
1648,Jermaine Gresham,ARI,1,1,1,4,0,0.4,0.4,2017,16,2.4,,,
1670,Jermaine Gresham,ARI,1,3,3,24,0,2.4,2.4,2017,17,,,,
21,Jesse James,PIT,1,7,5,31,0,3.1,3.1,2016,1,8.9,,,
60,Jesse James,PIT,1,5,3,29,1,8.9,8.9,2016,2,1.0,,,
141,Jesse James,PIT,1,4,2,10,0,1.0,1.0,2016,3,7.5,,,
161,Jesse James,PIT,1,2,2,15,1,7.5,7.5,2016,4,10.3,,,
206,Jesse James,PIT,1,8,6,43,1,10.3,10.3,2016,5,1.3,,,
290,Jesse James,PIT,1,3,2,13,0,1.3,1.3,2016,6,1.8,,,
322,Jesse James,PIT,1,2,2,18,0,1.8,1.8,2016,7,1.3,,,
437,Jesse James,PIT,1,4,2,13,0,1.3,1.3,2016,9,5.9,,,
465,Jesse James,PIT,1,4,4,59,0,5.9,5.9,2016,10,0.5,,,
540,Jesse James,PIT,1,4,1,5,0,0.5,0.5,2016,11,3.2,,,
621,Jesse James,PIT,1,4,3,32,0,3.2,3.2,2016,13,4.9,,,
770,Jesse James,PIT,1,5,4,49,0,4.9,4.9,2016,16,1.6,,,
834,Jesse James,PIT,1,3,2,16,0,1.6,1.6,2016,17,16.1,,,
851,Jesse James,PIT,1,8,6,41,2,16.1,16.1,2017,1,2.7,,,
925,Jesse James,PIT,1,5,4,27,0,2.7,2.7,2017,2,1.9,,,
976,Jesse James,PIT,1,4,2,19,0,1.9,1.9,2017,3,4.0,,,
1024,Jesse James,PIT,1,3,3,40,0,4.0,4.0,2017,4,2.4,,,
1077,Jesse James,PIT,1,5,3,24,0,2.4,2.4,2017,5,4.2,,,
1214,Jesse James,PIT,1,3,2,42,0,4.2,4.2,2017,8,0.0,,,
1345,Jesse James,PIT,1,2,0,0,0,0.0,0.0,2017,10,8.1,,,
1359,Jesse James,PIT,1,8,5,21,1,8.1,8.1,2017,11,3.2,,,
1424,Jesse James,PIT,1,4,3,32,0,3.2,3.2,2017,12,1.3,,,
1495,Jesse James,PIT,1,2,1,13,0,1.3,1.3,2017,13,9.7,,,
1507,Jesse James,PIT,1,12,10,97,0,9.7,9.7,2017,14,0.9,,,
1690,Jesse James,PIT,1,2,2,9,0,0.9,0.9,2017,17,,,,
41,Jimmy Graham,SEA,1,1,1,11,0,1.1,1.1,2016,1,4.2,,,
72,Jimmy Graham,SEA,1,4,3,42,0,4.2,4.2,2016,2,16.0,,,
103,Jimmy Graham,SEA,1,9,6,100,1,16.0,16.0,2016,3,11.3,,,
154,Jimmy Graham,SEA,1,8,6,113,0,11.3,11.3,2016,4,8.9,,,
259,Jimmy Graham,SEA,1,9,6,89,0,8.9,8.9,2016,6,5.3,,,
309,Jimmy Graham,SEA,1,10,5,53,0,5.3,5.3,2016,7,3.4,,,
371,Jimmy Graham,SEA,1,5,3,34,0,3.4,3.4,2016,8,22.3,,,
400,Jimmy Graham,SEA,1,8,8,103,2,22.3,22.3,2016,9,4.8,,,
471,Jimmy Graham,SEA,1,4,4,48,0,4.8,4.8,2016,10,10.6,,,
503,Jimmy Graham,SEA,1,5,3,46,1,10.6,10.6,2016,11,6.7,,,
563,Jimmy Graham,SEA,1,7,6,67,0,6.7,6.7,2016,12,12.3,,,
606,Jimmy Graham,SEA,1,9,6,63,1,12.3,12.3,2016,13,1.6,,,
685,Jimmy Graham,SEA,1,4,1,16,0,1.6,1.6,2016,14,3.1,,,
725,Jimmy Graham,SEA,1,2,1,31,0,3.1,3.1,2016,15,10.3,,,
753,Jimmy Graham,SEA,1,3,2,43,1,10.3,10.3,2016,16,6.4,,,
818,Jimmy Graham,SEA,1,7,4,64,0,6.4,6.4,2016,17,0.8,,,
892,Jimmy Graham,SEA,1,7,3,8,0,0.8,0.8,2017,1,7.2,,,
961,Jimmy Graham,SEA,1,11,7,72,0,7.2,7.2,2017,3,6.1,,,
1015,Jimmy Graham,SEA,1,6,4,61,0,6.1,6.1,2017,4,9.7,,,
1061,Jimmy Graham,SEA,1,8,6,37,1,9.7,9.7,2017,5,11.1,,,
1155,Jimmy Graham,SEA,1,6,3,51,1,11.1,11.1,2017,7,15.9,,,
1202,Jimmy Graham,SEA,1,5,4,39,2,15.9,15.9,2017,8,5.9,,,
1263,Jimmy Graham,SEA,1,8,5,59,0,5.9,5.9,2017,9,14.7,,,
1300,Jimmy Graham,SEA,1,9,6,27,2,14.7,14.7,2017,10,11.8,,,
1351,Jimmy Graham,SEA,1,11,7,58,1,11.8,11.8,2017,11,9.4,,,
1407,Jimmy Graham,SEA,1,6,3,34,1,9.4,9.4,2017,12,8.6,,,
1458,Jimmy Graham,SEA,1,4,3,26,1,8.6,8.6,2017,13,6.3,,,
1609,Jimmy Graham,SEA,1,1,1,3,1,6.3,6.3,2017,16,4.5,,,
1660,Jimmy Graham,SEA,1,6,3,45,0,4.5,4.5,2017,17,,,,
108,John Phillips,DEN,1,4,2,9,1,6.9,6.9,2016,3,0.0,,,
247,John Phillips,DEN,1,1,0,0,0,0.0,0.0,2016,5,3.1,,,
274,John Phillips,DEN,1,3,3,31,0,3.1,3.1,2016,6,0.8,,,
698,John Phillips,NO,1,1,1,8,0,0.8,0.8,2016,14,0.9,,,
747,John Phillips,NO,1,1,1,9,0,0.9,0.9,2016,15,1.5,,,
