,name,team,g,rec_target,rec_rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,fp,fpg,season,week,next_fp
1475,Doug Baldwin,SEA,1,7,5,84,0,0,0,0,8.4,8.4,2017,13,13.8
1514,Doug Baldwin,SEA,1,6,3,78,1,0,0,0,13.8,13.8,2017,14,9.5
1617,Doug Baldwin,SEA,1,6,4,35,1,0,0,0,9.5,9.5,2017,16,21.0
1651,Doug Baldwin,SEA,1,5,4,90,2,0,0,0,21.0,21.0,2017,17,
19,Eddie Royal,CHI,1,6,4,57,1,0,0,0,11.7,11.7,2016,1,17.1
156,Eddie Royal,CHI,1,7,7,111,1,0,0,0,17.1,17.1,2016,4,4.3
247,Eddie Royal,CHI,1,9,7,43,0,0,0,0,4.3,4.3,2016,5,
17,Eli Rogers,PIT,1,7,6,59,1,0,0,0,11.9,11.9,2016,1,10.3
422,Eli Rogers,PIT,1,10,6,103,0,0,0,0,10.3,10.3,2016,9,10.2
478,Eli Rogers,PIT,1,5,4,42,1,0,0,0,10.2,10.2,2016,10,13.5
706,Eli Rogers,PIT,1,6,5,75,1,0,0,0,13.5,13.5,2016,15,9.0
787,Eli Rogers,PIT,1,5,4,84,0,1,6,0,9.0,9.0,2016,16,6.1
846,Eli Rogers,PIT,1,6,6,61,0,0,0,0,6.1,6.1,2016,17,7.8
1582,Eli Rogers,PIT,1,2,1,18,1,0,0,0,7.8,7.8,2017,15,
101,Emmanuel Sanders,DEN,1,13,9,117,2,0,0,0,23.7,23.7,2016,3,14.8
161,Emmanuel Sanders,DEN,1,13,8,88,1,0,0,0,14.8,14.8,2016,4,8.0
228,Emmanuel Sanders,DEN,1,9,7,80,0,0,0,0,8.0,8.0,2016,5,8.6
330,Emmanuel Sanders,DEN,1,8,4,86,0,0,0,0,8.6,8.6,2016,7,6.8
390,Emmanuel Sanders,DEN,1,10,4,68,0,0,0,0,6.8,6.8,2016,8,4.7
447,Emmanuel Sanders,DEN,1,11,5,47,0,0,0,0,4.7,4.7,2016,9,5.4
493,Emmanuel Sanders,DEN,1,9,5,54,0,0,0,0,5.4,5.4,2016,10,22.2
555,Emmanuel Sanders,DEN,1,10,7,162,1,0,0,0,22.2,22.2,2016,12,16.0
656,Emmanuel Sanders,DEN,1,14,11,100,1,0,0,0,16.0,16.0,2016,14,4.8
749,Emmanuel Sanders,DEN,1,6,3,48,0,0,0,0,4.8,4.8,2016,15,18.2
902,Emmanuel Sanders,DEN,1,8,6,62,2,0,0,0,18.2,18.2,2017,2,7.5
988,Emmanuel Sanders,DEN,1,15,7,75,0,0,0,0,7.5,7.5,2017,3,7.6
1129,Emmanuel Sanders,DEN,1,8,5,76,0,0,0,0,7.6,7.6,2017,6,13.7
1313,Emmanuel Sanders,DEN,1,11,6,137,0,0,0,0,13.7,13.7,2017,10,6.8
1586,Emmanuel Sanders,DEN,1,9,7,68,0,0,0,0,6.8,6.8,2017,15,
27,Eric Decker,NYJ,1,7,2,37,1,0,0,0,9.7,9.7,2016,1,18.6
54,Eric Decker,NYJ,1,8,6,126,1,0,0,0,18.6,18.6,2016,2,8.8
1125,Eric Decker,TEN,1,9,7,88,0,0,0,0,8.8,8.8,2017,6,8.1
1275,Eric Decker,TEN,1,4,3,21,1,0,0,0,8.1,8.1,2017,9,3.7
1398,Eric Decker,TEN,1,3,3,37,0,0,0,0,3.7,3.7,2017,11,5.6
1545,Eric Decker,TEN,1,5,3,56,0,0,0,0,5.6,5.6,2017,14,6.3
1587,Eric Decker,TEN,1,5,5,63,0,0,0,0,6.3,6.3,2017,15,7.3
1628,Eric Decker,TEN,1,10,6,73,0,0,0,0,7.3,7.3,2017,16,
476,Freddie Martino,TB,1,1,1,43,1,0,0,0,10.3,10.3,2016,10,5.6
648,Freddie Martino,TB,1,4,4,56,0,0,0,0,5.6,5.6,2016,13,5.7
1636,Freddie Martino,TB,1,2,2,57,0,0,0,0,5.7,5.7,2017,16,
381,Geronimo Allison,GB,1,4,2,21,1,0,0,0,8.1,8.1,2016,8,6.6
794,Geronimo Allison,GB,1,7,4,66,0,0,0,0,6.6,6.6,2016,16,15.1
806,Geronimo Allison,GB,1,6,4,91,1,0,0,0,15.1,15.1,2016,17,12.2
971,Geronimo Allison,GB,1,8,6,122,0,0,0,0,12.2,12.2,2017,3,
245,Golden Tate,DET,1,5,3,39,0,3,6,0,4.5,4.5,2016,5,22.8
253,Golden Tate,DET,1,10,8,165,1,1,3,0,22.8,22.8,2016,6,9.3
324,Golden Tate,DET,1,12,6,93,0,0,0,0,9.3,9.3,2016,7,14.0
409,Golden Tate,DET,1,12,11,79,1,1,1,0,14.0,14.0,2016,9,7.7
586,Golden Tate,DET,1,7,5,77,0,0,0,0,7.7,7.7,2016,12,20.5
600,Golden Tate,DET,1,10,8,145,1,0,0,0,20.5,20.5,2016,13,5.7
691,Golden Tate,DET,1,11,6,58,0,1,-1,0,5.7,5.7,2016,14,12.2
711,Golden Tate,DET,1,13,8,122,0,0,0,0,12.2,12.2,2016,15,5.8
799,Golden Tate,DET,1,6,6,58,0,0,0,0,5.8,5.8,2016,16,14.4
807,Golden Tate,DET,1,10,6,77,1,1,7,0,14.4,14.4,2016,17,11.4
862,Golden Tate,DET,1,12,10,107,0,2,7,0,11.4,11.4,2017,1,11.8
974,Golden Tate,DET,1,11,7,58,1,0,0,0,11.8,11.8,2017,3,4.8
1091,Golden Tate,DET,1,8,5,48,0,0,0,0,4.8,4.8,2017,5,15.6
1103,Golden Tate,DET,1,7,7,96,1,0,0,0,15.6,15.6,2017,6,8.6
1219,Golden Tate,DET,1,8,7,86,0,0,0,0,8.6,8.6,2017,8,11.3
1267,Golden Tate,DET,1,9,7,113,0,0,0,0,11.3,11.3,2017,9,15.7
1307,Golden Tate,DET,1,7,6,97,1,0,0,0,15.7,15.7,2017,10,6.9
1481,Golden Tate,DET,1,10,8,69,0,0,0,0,6.9,6.9,2017,13,14.5
1511,Golden Tate,DET,1,9,8,85,1,0,0,0,14.5,14.5,2017,14,16.4
1656,Golden Tate,DET,1,7,7,104,1,0,0,0,16.4,16.4,2017,17,
328,J.J. Nelson,ARI,1,7,3,84,0,1,4,0,8.8,8.8,2016,7,19.9
351,J.J. Nelson,ARI,1,12,8,79,2,0,0,0,19.9,19.9,2016,8,10.2
620,J.J. Nelson,ARI,1,2,1,42,1,0,0,0,10.2,10.2,2016,13,18.4
651,J.J. Nelson,ARI,1,2,1,8,1,1,56,1,18.4,18.4,2016,14,9.8
726,J.J. Nelson,ARI,1,11,5,38,1,0,0,0,9.8,9.8,2016,15,19.2
755,J.J. Nelson,ARI,1,7,3,132,1,0,0,0,19.2,19.2,2016,16,7.5
836,J.J. Nelson,ARI,1,12,4,75,0,0,0,0,7.5,7.5,2016,17,10.3
866,J.J. Nelson,ARI,1,6,5,43,1,0,0,0,10.3,10.3,2017,1,18.0
903,J.J. Nelson,ARI,1,7,5,120,1,0,0,0,18.0,18.0,2017,2,9.4
1072,J.J. Nelson,ARI,1,6,4,80,0,1,14,0,9.4,9.4,2017,5,4.2
1494,J.J. Nelson,ARI,1,8,2,42,0,0,0,0,4.2,4.2,2017,13,5.3
1593,J.J. Nelson,ARI,1,3,1,46,0,1,7,0,5.3,5.3,2017,15,
249,Jaelen Strong,HOU,1,9,5,39,0,0,0,0,3.9,3.9,2016,5,9.8
1616,Jaelen Strong,JAC,1,4,3,38,1,0,0,0,9.8,9.8,2017,16,
1525,Jakeem Grant,MIA,1,4,2,42,1,0,0,0,10.2,10.2,2017,14,17.0
1601,Jakeem Grant,MIA,1,6,4,107,1,1,3,0,17.0,17.0,2017,16,
413,Jalin Marshall,NYJ,1,4,3,59,1,0,0,0,11.9,11.9,2016,9,8.2
831,Jalin Marshall,NYJ,1,4,3,22,1,0,0,0,8.2,8.2,2016,17,
77,Jamison Crowder,WAS,1,8,6,39,1,0,0,0,9.9,9.9,2016,2,13.8
113,Jamison Crowder,WAS,1,7,4,78,1,0,0,0,13.8,13.8,2016,3,10.3
269,Jamison Crowder,WAS,1,4,3,52,1,1,-9,0,10.3,10.3,2016,6,10.8
320,Jamison Crowder,WAS,1,9,7,108,0,0,0,0,10.8,10.8,2016,7,16.7
353,Jamison Crowder,WAS,1,13,9,107,1,0,0,0,16.7,16.7,2016,8,10.4
475,Jamison Crowder,WAS,1,6,4,37,1,1,7,0,10.4,10.4,2016,10,16.2
502,Jamison Crowder,WAS,1,3,3,102,1,0,0,0,16.2,16.2,2016,11,8.8
581,Jamison Crowder,WAS,1,10,8,88,0,0,0,0,8.8,8.8,2016,12,10.2
619,Jamison Crowder,WAS,1,8,3,42,1,0,0,0,10.2,10.2,2016,13,4.7
947,Jamison Crowder,WAS,1,5,4,47,0,0,0,0,4.7,4.7,2017,2,13.5
1207,Jamison Crowder,WAS,1,13,9,123,0,2,12,0,13.5,13.5,2017,8,8.1
1330,Jamison Crowder,WAS,1,11,4,76,0,1,5,0,8.1,8.1,2017,10,7.6
1379,Jamison Crowder,WAS,1,8,7,72,0,1,4,0,7.6,7.6,2017,11,20.1
1405,Jamison Crowder,WAS,1,10,7,141,1,0,0,0,20.1,20.1,2017,12,6.7
1484,Jamison Crowder,WAS,1,7,5,67,0,0,0,0,6.7,6.7,2017,13,11.5
1568,Jamison Crowder,WAS,1,7,5,55,1,0,0,0,11.5,11.5,2017,15,10.7
1612,Jamison Crowder,WAS,1,4,4,47,1,0,0,0,10.7,10.7,2017,16,
829,Jarius Wright,MIN,1,7,5,24,1,0,0,0,8.4,8.4,2016,17,6.9
992,Jarius Wright,MIN,1,3,2,9,1,0,0,0,6.9,6.9,2017,3,5.4
1186,Jarius Wright,MIN,1,4,3,54,0,0,0,0,5.4,5.4,2017,7,6.7
1337,Jarius Wright,MIN,1,1,1,7,1,0,0,0,6.7,6.7,2017,10,
62,Jaron Brown,ARI,1,2,2,78,1,0,0,0,13.8,13.8,2016,2,4.9
149,Jaron Brown,ARI,1,6,3,49,0,0,0,0,4.9,4.9,2016,3,7.3
928,Jaron Brown,ARI,1,11,4,73,0,0,0,0,7.3,7.3,2017,2,8.7
985,Jaron Brown,ARI,1,6,2,27,1,0,0,0,8.7,8.7,2017,3,10.5
1016,Jaron Brown,ARI,1,12,8,105,0,0,0,0,10.5,10.5,2017,4,3.9
1097,Jaron Brown,ARI,1,6,3,39,0,0,0,0,3.9,3.9,2017,5,6.3
1283,Jaron Brown,ARI,1,1,1,3,1,0,0,0,6.3,6.3,2017,9,11.2
1415,Jaron Brown,ARI,1,1,1,52,1,0,0,0,11.2,11.2,2017,12,8.5
1678,Jaron Brown,ARI,1,5,1,25,1,0,0,0,8.5,8.5,2017,17,
63,Jarvis Landry,MIA,1,13,10,137,0,0,0,0,13.7,13.7,2016,2,19.6
106,Jarvis Landry,MIA,1,12,7,120,1,2,16,0,19.6,19.6,2016,3,6.1
192,Jarvis Landry,MIA,1,10,7,61,0,0,0,0,6.1,6.1,2016,4,9.1
273,Jarvis Landry,MIA,1,9,7,91,0,0,0,0,9.1,9.1,2016,6,7.8
331,Jarvis Landry,MIA,1,8,5,78,0,0,0,0,7.8,7.8,2016,7,5.3
494,Jarvis Landry,MIA,1,6,6,53,0,0,0,0,5.3,5.3,2016,10,8.8
523,Jarvis Landry,MIA,1,5,5,28,1,0,0,0,8.8,8.8,2016,11,8.6
624,Jarvis Landry,MIA,1,14,11,87,0,1,-1,0,8.6,8.6,2016,13,10.3
670,Jarvis Landry,MIA,1,6,4,103,0,0,0,0,10.3,10.3,2016,14,16.8
702,Jarvis Landry,MIA,1,4,3,108,1,0,0,0,16.8,16.8,2016,15,13.6
808,Jarvis Landry,MIA,1,12,9,76,1,0,0,0,13.6,13.6,2016,17,7.1
931,Jarvis Landry,MIA,1,15,13,78,0,1,-7,0,7.1,7.1,2017,2,10.4
1068,Jarvis Landry,MIA,1,10,5,44,1,0,0,0,10.4,10.4,2017,5,12.2
1110,Jarvis Landry,MIA,1,14,8,62,1,0,0,0,12.2,12.2,2017,6,15.3
1154,Jarvis Landry,MIA,1,11,7,93,1,0,0,0,15.3,15.3,2017,7,3.3
1246,Jarvis Landry,MIA,1,12,5,33,0,0,0,0,3.3,3.3,2017,8,9.2
1272,Jarvis Landry,MIA,1,7,6,32,1,0,0,0,9.2,9.2,2017,9,10.2
1322,Jarvis Landry,MIA,1,10,5,42,1,0,0,0,10.2,10.2,2017,10,15.5
1356,Jarvis Landry,MIA,1,11,6,95,1,0,0,0,15.5,15.5,2017,11,7.0
1433,Jarvis Landry,MIA,1,9,8,70,0,0,0,0,7.0,7.0,2017,12,6.2
1485,Jarvis Landry,MIA,1,6,5,62,0,0,0,0,6.2,6.2,2017,13,16.6
1506,Jarvis Landry,MIA,1,8,8,46,2,0,0,0,16.6,16.6,2017,14,9.9
1573,Jarvis Landry,MIA,1,13,10,99,0,0,0,0,9.9,9.9,2017,15,5.1
1641,Jarvis Landry,MIA,1,7,5,51,0,0,0,0,5.1,5.1,2017,16,15.2
1658,Jarvis Landry,MIA,1,10,9,92,1,0,0,0,15.2,15.2,2017,17,
377,Jeff Janis,GB,1,4,4,30,1,0,0,0,9.0,9.0,2016,8,7.9
680,Jeff Janis,GB,1,0,0,0,0,1,19,1,7.9,7.9,2016,14,
160,Jeremy Kerley,SF,1,9,6,88,1,0,0,0,14.8,14.8,2016,4,16.2
209,Jeremy Kerley,SF,1,13,8,102,1,0,0,0,16.2,16.2,2016,5,13.1
465,Jeremy Kerley,SF,1,7,7,71,1,0,0,0,13.1,13.1,2016,10,5.0
696,Jeremy Kerley,SF,1,8,5,50,0,0,0,0,5.0,5.0,2016,14,6.2
795,Jeremy Kerley,SF,1,9,5,62,0,0,0,0,6.2,6.2,2016,16,6.1
844,Jeremy Kerley,SF,1,8,6,61,0,0,0,0,6.1,6.1,2016,17,3.9
1098,Jeremy Kerley,NYJ,1,4,4,39,0,0,0,0,3.9,3.9,2017,5,12.1
1111,Jeremy Kerley,NYJ,1,3,2,61,1,0,0,0,12.1,12.1,2017,6,
15,Jeremy Maclin,KC,1,7,5,63,1,1,-1,0,12.2,12.2,2016,1,6.8
98,Jeremy Maclin,KC,1,15,6,68,0,0,0,0,6.8,6.8,2016,2,7.8
185,Jeremy Maclin,KC,1,8,5,78,0,0,0,0,7.8,7.8,2016,4,10.3
372,Jeremy Maclin,KC,1,10,3,43,1,0,0,0,10.3,10.3,2016,8,8.2
732,Jeremy Maclin,KC,1,8,6,82,0,0,0,0,8.2,8.2,2016,15,11.6
860,Jeremy Maclin,BAL,1,4,2,56,1,0,0,0,11.6,11.6,2017,1,9.1
918,Jeremy Maclin,BAL,1,5,4,31,1,0,0,0,9.1,9.1,2017,2,4.3
1096,Jeremy Maclin,BAL,1,8,6,43,0,0,0,0,4.3,4.3,2017,5,11.3
1212,Jeremy Maclin,BAL,1,5,3,53,1,0,0,0,11.3,11.3,2017,8,9.8
1270,Jeremy Maclin,BAL,1,9,8,98,0,0,0,0,9.8,9.8,2017,9,4.1
1495,Jeremy Maclin,BAL,1,8,4,41,0,0,0,0,4.1,4.1,2017,13,
345,Jermaine Kearse,SEA,1,4,3,51,0,0,0,0,5.1,5.1,2016,7,5.7
396,Jermaine Kearse,SEA,1,7,4,57,0,0,0,0,5.7,5.7,2016,8,6.8
638,Jermaine Kearse,SEA,1,9,5,68,0,0,0,0,6.8,6.8,2016,13,9.7
777,Jermaine Kearse,SEA,1,9,4,37,1,0,0,0,9.7,9.7,2016,16,5.9
887,Jermaine Kearse,NYJ,1,9,7,59,0,0,0,0,5.9,5.9,2017,1,18.4
901,Jermaine Kearse,NYJ,1,5,4,64,2,0,0,0,18.4,18.4,2017,2,9.8
1070,Jermaine Kearse,NYJ,1,4,4,38,1,0,0,0,9.8,9.8,2017,5,7.9
1127,Jermaine Kearse,NYJ,1,4,4,79,0,0,0,0,7.9,7.9,2017,6,8.9
1173,Jermaine Kearse,NYJ,1,4,1,29,1,0,0,0,8.9,8.9,2017,7,16.5
1406,Jermaine Kearse,NYJ,1,11,7,105,1,0,0,0,16.5,16.5,2017,12,15.7
1457,Jermaine Kearse,NYJ,1,10,9,157,0,0,0,0,15.7,15.7,2017,13,5.9
1688,Jermaine Kearse,NYJ,1,7,5,59,0,0,0,0,5.9,5.9,2017,17,
134,John Brown,ARI,1,11,6,70,0,0,0,0,7.0,7.0,2016,3,14.4
162,John Brown,ARI,1,16,10,144,0,0,0,0,14.4,14.4,2016,4,10.9
368,John Brown,ARI,1,4,4,49,1,0,0,0,10.9,10.9,2016,8,14.1
704,John Brown,ARI,1,6,5,81,1,0,0,0,14.1,14.1,2016,15,4.7
1047,John Brown,ARI,1,7,3,47,0,0,0,0,4.7,4.7,2017,4,8.6
1074,John Brown,ARI,1,7,2,26,1,0,0,0,8.6,8.6,2017,5,12.3
1108,John Brown,ARI,1,4,3,63,1,0,0,0,12.3,12.3,2017,6,5.2
1290,John Brown,ARI,1,4,1,52,0,0,0,0,5.2,5.2,2017,9,8.8
1622,John Brown,ARI,1,4,2,28,1,0,0,0,8.8,8.8,2017,16,
1009,Johnny Holton,OAK,1,1,1,64,1,0,0,0,12.4,12.4,2017,4,10.4
1269,Johnny Holton,OAK,1,1,1,44,1,0,0,0,10.4,10.4,2017,9,5.3
1445,Johnny Holton,OAK,1,2,2,53,0,0,0,0,5.3,5.3,2017,12,9.9
1468,Johnny Holton,OAK,1,7,3,39,1,0,0,0,9.9,9.9,2017,13,
5,Jordan Matthews,PHI,1,14,7,114,1,0,0,0,17.4,17.4,2016,1,7.1
93,Jordan Matthews,PHI,1,9,6,71,0,0,0,0,7.1,7.1,2016,2,7.9
129,Jordan Matthews,PHI,1,3,2,19,1,0,0,0,7.9,7.9,2016,3,6.5
237,Jordan Matthews,PHI,1,4,4,65,0,0,0,0,6.5,6.5,2016,5,7.5
284,Jordan Matthews,PHI,1,7,3,75,0,0,0,0,7.5,7.5,2016,6,12.5
365,Jordan Matthews,PHI,1,14,11,65,1,0,0,0,12.5,12.5,2016,8,8.8
429,Jordan Matthews,PHI,1,10,6,88,0,0,0,0,8.8,8.8,2016,9,5.9
537,Jordan Matthews,PHI,1,10,5,59,0,0,0,0,5.9,5.9,2016,11,7.9
681,Jordan Matthews,PHI,1,10,8,79,0,0,0,0,7.9,7.9,2016,14,6.1
885,Jordan Matthews,BUF,1,3,2,61,0,0,0,0,6.1,6.1,2017,1,7.0
1032,Jordan Matthews,BUF,1,2,2,10,1,0,0,0,7.0,7.0,2017,4,4.6
1294,Jordan Matthews,BUF,1,8,6,46,0,0,0,0,4.6,4.6,2017,9,
483,Jordan Taylor,DEN,1,2,2,32,1,0,0,0,9.2,9.2,2016,10,6.6
597,Jordan Taylor,DEN,1,4,1,6,1,0,0,0,6.6,6.6,2016,12,6.5
1685,Jordan Taylor,DEN,1,8,6,65,0,0,0,0,6.5,6.5,2017,17,
30,Jordy Nelson,GB,1,9,6,32,1,0,0,0,9.2,9.2,2016,1,13.3
64,Jordy Nelson,GB,1,11,5,73,1,0,0,0,13.3,13.3,2016,2,22.1
104,Jordy Nelson,GB,1,7,6,101,2,0,0,0,22.1,22.1,2016,3,9.8
224,Jordy Nelson,GB,1,13,4,38,1,0,0,0,9.8,9.8,2016,5,6.8
293,Jordy Nelson,GB,1,7,5,68,0,0,0,0,6.8,6.8,2016,6,15.4
357,Jordy Nelson,GB,1,9,4,94,1,0,0,0,15.4,15.4,2016,8,15.4
407,Jordy Nelson,GB,1,13,7,94,1,0,0,0,15.4,15.4,2016,9,18.6
452,Jordy Nelson,GB,1,18,12,126,1,0,0,0,18.6,18.6,2016,10,8.8
524,Jordy Nelson,GB,1,5,3,28,1,0,0,0,8.8,8.8,2016,11,9.1
579,Jordy Nelson,GB,1,12,8,91,0,0,0,0,9.1,9.1,2016,12,17.8
602,Jordy Nelson,GB,1,10,8,118,1,0,0,0,17.8,17.8,2016,13,16.1
655,Jordy Nelson,GB,1,7,6,41,2,0,0,0,16.1,16.1,2016,14,12.4
710,Jordy Nelson,GB,1,10,7,124,0,0,0,0,12.4,12.4,2016,15,27.4
751,Jordy Nelson,GB,1,11,9,154,2,0,0,0,27.4,27.4,2016,16,6.6
840,Jordy Nelson,GB,1,6,6,66,0,0,0,0,6.6,6.6,2016,17,13.9
857,Jordy Nelson,GB,1,8,7,79,1,0,0,0,13.9,13.9,2017,1,17.2
958,Jordy Nelson,GB,1,9,6,52,2,0,0,0,17.2,17.2,2017,3,19.5
1000,Jordy Nelson,GB,1,7,4,75,2,0,0,0,19.5,19.5,2017,4,8.4
1077,Jordy Nelson,GB,1,4,2,24,1,0,0,0,8.4,8.4,2017,5,6.0
1136,Jordy Nelson,GB,1,10,6,60,0,0,0,0,6.0,6.0,2017,6,
618,Josh Bellamy,CHI,1,6,4,93,0,1,12,0,10.5,10.5,2016,13,7.0
738,Josh Bellamy,CHI,1,3,1,10,1,0,0,0,7.0,7.0,2016,15,5.1
944,Josh Bellamy,CHI,1,7,4,51,0,0,0,0,5.1,5.1,2017,2,11.7
1315,Josh Bellamy,CHI,1,7,2,57,1,0,0,0,11.7,11.7,2017,10,5.2
1546,Josh Bellamy,CHI,1,4,2,52,0,0,0,0,5.2,5.2,2017,14,7.0
1584,Josh Bellamy,CHI,1,7,5,70,0,0,0,0,7.0,7.0,2017,15,4.9
1644,Josh Bellamy,CHI,1,4,3,49,0,0,0,0,4.9,4.9,2017,16,
977,Josh Doctson,WAS,1,2,1,52,1,0,0,0,11.2,11.2,2017,3,7.1
1131,Josh Doctson,WAS,1,3,1,11,1,0,0,0,7.1,7.1,2017,6,6.1
1228,Josh Doctson,WAS,1,3,1,1,1,0,0,0,6.1,6.1,2017,8,5.9
1285,Josh Doctson,WAS,1,5,3,59,0,0,0,0,5.9,5.9,2017,9,8.1
1376,Josh Doctson,WAS,1,7,4,81,0,0,0,0,8.1,8.1,2017,11,8.8
1425,Josh Doctson,WAS,1,4,2,28,1,0,0,0,8.8,8.8,2017,12,8.6
1473,Josh Doctson,WAS,1,5,3,26,1,0,0,0,8.6,8.6,2017,13,12.1
1609,Josh Doctson,WAS,1,13,2,61,1,0,0,0,12.1,12.1,2017,16,
1474,Josh Gordon,CLE,1,11,4,85,0,0,0,0,8.5,8.5,2017,13,12.9
1517,Josh Gordon,CLE,1,6,3,69,1,0,0,0,12.9,12.9,2017,14,4.7
1595,Josh Gordon,CLE,1,11,5,47,0,0,0,0,4.7,4.7,2017,15,11.5
1667,Josh Gordon,CLE,1,7,4,115,0,0,0,0,11.5,11.5,2017,17,
926,JuJu Smith-Schuster,PIT,1,4,3,16,1,0,0,0,7.6,7.6,2017,2,10.7
1015,JuJu Smith-Schuster,PIT,1,4,3,47,1,0,0,0,10.7,10.7,2017,4,5.8
1084,JuJu Smith-Schuster,PIT,1,6,4,58,0,0,0,0,5.8,5.8,2017,5,9.9
1169,JuJu Smith-Schuster,PIT,1,3,2,39,1,0,0,0,9.9,9.9,2017,7,25.3
1201,JuJu Smith-Schuster,PIT,1,10,7,193,1,0,0,0,25.3,25.3,2017,8,15.7
1306,JuJu Smith-Schuster,PIT,1,7,5,97,1,0,0,0,15.7,15.7,2017,10,4.7
1392,JuJu Smith-Schuster,PIT,1,8,4,47,0,0,0,0,4.7,4.7,2017,11,11.4
1569,JuJu Smith-Schuster,PIT,1,6,6,114,0,0,0,0,11.4,11.4,2017,15,13.5
1604,JuJu Smith-Schuster,PIT,1,7,6,75,1,0,0,0,13.5,13.5,2017,16,20.3
1652,JuJu Smith-Schuster,PIT,1,10,9,143,1,0,0,0,20.3,20.3,2017,17,
34,Julian Edelman,NE,1,7,7,66,0,3,16,0,8.2,8.2,2016,1,7.6
89,Julian Edelman,NE,1,11,7,76,0,0,0,0,7.6,7.6,2016,2,5.2
146,Julian Edelman,NE,1,6,4,38,0,3,14,0,5.2,5.2,2016,3,6.0
338,Julian Edelman,NE,1,10,9,60,0,0,0,0,6.0,6.0,2016,7,9.7
376,Julian Edelman,NE,1,8,4,37,1,1,0,0,9.7,9.7,2016,8,9.9
482,Julian Edelman,NE,1,9,7,99,0,0,0,0,9.9,9.9,2016,10,14.9
506,Julian Edelman,NE,1,17,8,77,1,2,12,0,14.9,14.9,2016,11,8.3
583,Julian Edelman,NE,1,11,8,83,0,0,0,0,8.3,8.3,2016,12,10.1
621,Julian Edelman,NE,1,12,8,101,0,0,0,0,10.1,10.1,2016,13,7.3
683,Julian Edelman,NE,1,15,7,73,0,0,0,0,7.3,7.3,2016,14,7.5
736,Julian Edelman,NE,1,12,6,75,0,0,0,0,7.5,7.5,2016,15,8.9
789,Julian Edelman,NE,1,8,5,89,0,0,0,0,8.9,8.9,2016,16,21.7
800,Julian Edelman,NE,1,13,8,151,1,1,6,0,21.7,21.7,2016,17,
13,Julio Jones,ATL,1,8,4,66,1,0,0,0,12.6,12.6,2016,1,16.6
58,Julio Jones,ATL,1,5,5,106,1,0,0,0,16.6,16.6,2016,2,36.0
150,Julio Jones,ATL,1,15,12,300,1,0,0,0,36.0,36.0,2016,4,19.9
254,Julio Jones,ATL,1,9,7,139,1,0,0,0,19.9,19.9,2016,6,17.4
305,Julio Jones,ATL,1,15,9,174,0,0,0,0,17.4,17.4,2016,7,17.1
404,Julio Jones,ATL,1,11,8,111,1,0,0,0,17.1,17.1,2016,9,13.5
463,Julio Jones,ATL,1,16,10,135,0,0,0,0,13.5,13.5,2016,10,11.3
615,Julio Jones,ATL,1,9,7,113,0,0,0,0,11.3,11.3,2016,13,6.0
798,Julio Jones,ATL,1,7,4,60,0,0,0,0,6.0,6.0,2016,16,15.6
803,Julio Jones,ATL,1,9,7,96,1,0,0,0,15.6,15.6,2016,17,6.6
881,Julio Jones,ATL,1,5,4,66,0,0,0,0,6.6,6.6,2017,1,10.8
914,Julio Jones,ATL,1,9,5,108,0,0,0,0,10.8,10.8,2017,2,9.1
982,Julio Jones,ATL,1,12,7,91,0,0,0,0,9.1,9.1,2017,3,7.2
1130,Julio Jones,ATL,1,7,6,72,0,0,0,0,7.2,7.2,2017,6,15.9
1153,Julio Jones,ATL,1,13,9,99,1,0,0,0,15.9,15.9,2017,7,7.4
1222,Julio Jones,ATL,1,6,3,74,0,0,0,0,7.4,7.4,2017,8,11.8
1265,Julio Jones,ATL,1,12,6,118,0,0,0,0,11.8,11.8,2017,9,5.7
1342,Julio Jones,ATL,1,8,6,57,0,0,0,0,5.7,5.7,2017,10,7.1
1381,Julio Jones,ATL,1,10,5,71,0,0,0,0,7.1,7.1,2017,11,38.8
1400,Julio Jones,ATL,1,15,12,253,2,1,15,0,38.8,38.8,2017,12,9.8
1528,Julio Jones,ATL,1,11,5,98,0,0,0,0,9.8,9.8,2017,14,5.4
1591,Julio Jones,ATL,1,8,3,54,0,0,0,0,5.4,5.4,2017,15,14.9
1603,Julio Jones,ATL,1,11,7,149,0,0,0,0,14.9,14.9,2017,16,8.0
1679,Julio Jones,ATL,1,11,5,80,0,0,0,0,8.0,8.0,2017,17,
97,Justin Hardy,ATL,1,3,1,8,1,0,0,0,6.8,6.8,2016,2,8.6
125,Justin Hardy,ATL,1,2,2,26,1,0,0,0,8.6,8.6,2016,3,6.9
686,Justin Hardy,ATL,1,2,2,9,1,0,0,0,6.9,6.9,2016,14,10.3
814,Justin Hardy,ATL,1,7,4,43,1,0,0,0,10.3,10.3,2016,17,7.2
1030,Justin Hardy,ATL,1,6,2,12,1,0,0,0,7.2,7.2,2017,4,6.7
1335,Justin Hardy,ATL,1,2,2,7,1,0,0,0,6.7,6.7,2017,10,9.3
1575,Justin Hardy,ATL,1,4,2,33,1,0,0,0,9.3,9.3,2017,15,
238,Justin Hunter,BUF,1,1,1,4,1,0,0,0,6.4,6.4,2016,5,9.0
274,Justin Hunter,BUF,1,2,1,30,1,0,0,0,9.0,9.0,2016,6,6.5
