,name,team,g,rec_target,rec_rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,fp,fpg,season,week,next_fp
953,T.Y. Hilton,IND,1,9,7,153,1,0,0,0,21.3,21.3,2017,3,17.7
1054,T.Y. Hilton,IND,1,9,7,177,0,0,0,0,17.7,17.7,2017,5,29.5
1250,T.Y. Hilton,IND,1,9,5,175,2,0,0,0,29.5,29.5,2017,9,11.1
1465,T.Y. Hilton,IND,1,6,3,51,1,0,0,0,11.1,11.1,2017,13,4.1
1599,T.Y. Hilton,IND,1,7,5,41,0,0,0,0,4.1,4.1,2017,15,10.0
1614,T.Y. Hilton,IND,1,12,6,100,0,0,0,0,10.0,10.0,2017,16,
37,Tajae Sharpe,TEN,1,11,7,76,0,0,0,0,7.6,7.6,2016,1,5.9
339,Tajae Sharpe,TEN,1,6,4,59,0,0,0,0,5.9,5.9,2016,7,5.8
440,Tajae Sharpe,TEN,1,8,4,58,0,0,0,0,5.8,5.8,2016,9,12.8
467,Tajae Sharpe,TEN,1,4,3,68,1,0,0,0,12.8,12.8,2016,10,12.8
508,Tajae Sharpe,TEN,1,7,4,68,1,0,0,0,12.8,12.8,2016,11,
173,Tanner McEvoy,SEA,1,1,1,42,1,0,0,0,10.2,10.2,2016,4,10.1
671,Tanner McEvoy,SEA,1,3,3,41,1,0,0,0,10.1,10.1,2016,14,5.3
1234,Tanner McEvoy,SEA,1,1,1,53,0,0,0,0,5.3,5.3,2017,8,
1271,Tavarres King,NYG,1,6,3,33,1,0,0,0,9.3,9.3,2017,9,4.8
1391,Tavarres King,NYG,1,5,3,48,0,0,0,0,4.8,4.8,2017,11,19.0
1552,Tavarres King,NYG,1,3,2,70,2,0,0,0,19.0,19.0,2017,15,
109,Tavon Austin,LAR,1,8,5,82,1,2,22,0,16.4,16.4,2016,3,8.5
227,Tavon Austin,LAR,1,10,7,59,0,3,26,0,8.5,8.5,2016,5,12.7
314,Tavon Austin,LAR,1,15,10,57,1,1,10,0,12.7,12.7,2016,7,11.5
571,Tavon Austin,LAR,1,4,4,45,1,1,10,0,11.5,11.5,2016,12,8.9
676,Tavon Austin,LAR,1,11,7,62,0,2,27,0,8.9,8.9,2016,14,10.0
774,Tavon Austin,LAR,1,7,2,14,0,3,26,1,10.0,10.0,2016,16,4.6
1049,Tavon Austin,LAR,1,2,1,-2,0,6,48,0,4.6,4.6,2017,4,10.1
1069,Tavon Austin,LAR,1,5,3,14,0,6,27,1,10.1,10.1,2017,5,4.2
1193,Tavon Austin,LAR,1,2,2,15,0,3,27,0,4.2,4.2,2017,7,4.3
1295,Tavon Austin,LAR,1,0,0,9,0,6,34,0,4.3,4.3,2017,9,4.4
1596,Tavon Austin,LAR,1,0,0,0,0,10,44,0,4.4,4.4,2017,15,3.8
1698,Tavon Austin,LAR,1,5,3,14,0,4,24,0,3.8,3.8,2017,17,
364,Taylor Gabriel,ATL,1,3,3,68,1,0,0,0,12.8,12.8,2016,8,13.6
410,Taylor Gabriel,ATL,1,5,5,52,0,2,24,1,13.6,13.6,2016,9,13.6
462,Taylor Gabriel,ATL,1,5,1,76,1,0,0,0,13.6,13.6,2016,10,22.2
554,Taylor Gabriel,ATL,1,5,4,75,2,1,27,0,22.2,22.2,2016,12,14.2
659,Taylor Gabriel,ATL,1,6,3,82,1,1,0,0,14.2,14.2,2016,14,12.0
713,Taylor Gabriel,ATL,1,6,3,60,1,0,0,0,12.0,12.0,2016,15,13.9
969,Taylor Gabriel,ATL,1,6,5,79,1,0,0,0,13.9,13.9,2017,3,3.9
1145,Taylor Gabriel,ATL,1,8,4,39,0,0,0,0,3.9,3.9,2017,6,5.9
1286,Taylor Gabriel,ATL,1,4,3,56,0,1,3,0,5.9,5.9,2017,9,7.3
1332,Taylor Gabriel,ATL,1,3,3,58,0,1,15,0,7.3,7.3,2017,10,
941,Taywan Taylor,TEN,1,1,1,42,0,2,16,0,5.8,5.8,2017,2,12.1
1112,Taywan Taylor,TEN,1,4,2,61,1,0,0,0,12.1,12.1,2017,6,4.5
1190,Taywan Taylor,TEN,1,4,3,45,0,0,0,0,4.5,4.5,2017,7,
138,Ted Ginn Jr.,CAR,1,7,3,62,0,2,5,0,6.7,6.7,2016,3,11.9
512,Ted Ginn Jr.,CAR,1,4,3,46,1,1,13,0,11.9,11.9,2016,11,18.8
557,Ted Ginn Jr.,CAR,1,10,4,115,1,1,13,0,18.8,18.8,2016,12,14.6
605,Ted Ginn Jr.,CAR,1,6,5,80,1,1,6,0,14.6,14.6,2016,13,12.4
709,Ted Ginn Jr.,CAR,1,8,4,64,1,0,0,0,12.4,12.4,2016,15,9.3
823,Ted Ginn Jr.,CAR,1,7,4,69,0,2,24,0,9.3,9.3,2016,17,5.8
889,Ted Ginn Jr.,NO,1,5,4,53,0,1,5,0,5.8,5.8,2017,1,11.9
972,Ted Ginn Jr.,NO,1,3,2,44,1,1,15,0,11.9,11.9,2017,3,12.9
1106,Ted Ginn Jr.,NO,1,4,4,66,1,1,3,0,12.9,12.9,2017,6,14.1
1157,Ted Ginn Jr.,NO,1,7,7,141,0,0,0,0,14.1,14.1,2017,7,6.8
1224,Ted Ginn Jr.,NO,1,4,2,68,0,0,0,0,6.8,6.8,2017,8,11.9
1264,Ted Ginn Jr.,NO,1,5,4,59,1,0,0,0,11.9,11.9,2017,9,7.5
1380,Ted Ginn Jr.,NO,1,6,6,87,0,1,-12,0,7.5,7.5,2017,11,7.1
1432,Ted Ginn Jr.,NO,1,11,7,71,0,0,0,0,7.1,7.1,2017,12,15.0
1602,Ted Ginn Jr.,NO,1,5,4,76,1,2,14,0,15.0,15.0,2017,16,
122,Terrance Williams,DAL,1,4,4,88,0,0,0,0,8.8,8.8,2016,3,10.4
171,Terrance Williams,DAL,1,6,4,44,1,0,0,0,10.4,10.4,2016,4,7.0
236,Terrance Williams,DAL,1,5,5,70,0,0,0,0,7.0,7.0,2016,5,7.5
285,Terrance Williams,DAL,1,5,4,75,0,0,0,0,7.5,7.5,2016,6,7.0
596,Terrance Williams,DAL,1,2,1,10,1,0,0,0,7.0,7.0,2016,12,13.6
660,Terrance Williams,DAL,1,6,5,76,1,0,0,0,13.6,13.6,2016,14,6.1
797,Terrance Williams,DAL,1,4,4,61,0,0,0,0,6.1,6.1,2016,16,9.3
824,Terrance Williams,DAL,1,5,3,33,1,0,0,0,9.3,9.3,2016,17,6.8
879,Terrance Williams,DAL,1,7,6,68,0,0,0,0,6.8,6.8,2017,1,3.6
1243,Terrance Williams,DAL,1,3,2,36,0,0,0,0,3.6,3.6,2017,8,14.1
1258,Terrance Williams,DAL,1,9,9,141,0,0,0,0,14.1,14.1,2017,9,6.0
1442,Terrance Williams,DAL,1,5,4,54,0,1,6,0,6.0,6.0,2017,12,4.3
1649,Terrance Williams,DAL,1,4,4,43,0,0,0,0,4.3,4.3,2017,16,
45,Terrelle Pryor,CLE,1,7,3,68,0,0,0,0,6.8,6.8,2016,1,22.5
103,Terrelle Pryor,CLE,1,14,8,144,0,4,21,1,22.5,22.5,2016,3,10.0
175,Terrelle Pryor,CLE,1,9,5,46,1,1,-6,0,10.0,10.0,2016,4,5.1
241,Terrelle Pryor,CLE,1,6,5,48,0,2,3,0,5.1,5.1,2016,5,19.8
255,Terrelle Pryor,CLE,1,13,9,75,2,1,3,0,19.8,19.8,2016,6,10.1
373,Terrelle Pryor,CLE,1,13,6,101,0,0,0,0,10.1,10.1,2016,8,10.7
419,Terrelle Pryor,CLE,1,7,5,47,1,0,0,0,10.7,10.7,2016,9,4.8
499,Terrelle Pryor,CLE,1,9,5,48,0,0,0,0,4.8,4.8,2016,10,9.7
522,Terrelle Pryor,CLE,1,10,5,97,0,0,0,0,9.7,9.7,2016,11,13.1
566,Terrelle Pryor,CLE,1,12,6,131,0,0,0,0,13.1,13.1,2016,12,9.4
822,Terrelle Pryor,CLE,1,11,7,94,0,0,0,0,9.4,9.4,2016,17,6.6
882,Terrelle Pryor,WAS,1,11,6,66,0,0,0,0,6.6,6.6,2017,1,13.0
1007,Terrelle Pryor,WAS,1,5,3,70,1,0,0,0,13.0,13.0,2017,4,
895,Tommylee Lewis,NO,1,3,2,52,0,0,0,0,5.2,5.2,2017,1,9.0
1529,Tommylee Lewis,NO,1,2,2,30,1,0,0,0,9.0,9.0,2017,14,
69,Torrey Smith,SF,1,10,3,55,1,0,0,0,11.5,11.5,2016,2,13.6
259,Torrey Smith,SF,1,7,3,76,1,0,0,0,13.6,13.6,2016,6,8.4
582,Torrey Smith,SF,1,7,3,24,1,0,0,0,8.4,8.4,2016,12,12.7
1062,Torrey Smith,PHI,1,4,3,70,1,1,-3,0,12.7,12.7,2017,5,8.8
1374,Torrey Smith,PHI,1,4,3,28,1,0,0,0,8.8,8.8,2017,11,10.0
1526,Torrey Smith,PHI,1,11,6,100,0,0,0,0,10.0,10.0,2017,14,
51,Travis Benjamin,SD,1,6,6,115,2,1,-1,0,23.4,23.4,2016,2,8.2
127,Travis Benjamin,SD,1,7,4,82,0,0,0,0,8.2,8.2,2016,3,11.7
213,Travis Benjamin,SD,1,11,7,117,0,0,0,0,11.7,11.7,2016,5,5.4
343,Travis Benjamin,SD,1,5,4,54,0,0,0,0,5.4,5.4,2016,7,10.4
370,Travis Benjamin,SD,1,9,3,44,1,0,0,0,10.4,10.4,2016,8,11.6
714,Travis Benjamin,SD,1,3,2,56,1,0,0,0,11.6,11.6,2016,15,7.5
792,Travis Benjamin,SD,1,4,3,75,0,0,0,0,7.5,7.5,2016,16,10.3
865,Travis Benjamin,LAC,1,4,3,43,1,0,0,0,10.3,10.3,2017,1,11.4
975,Travis Benjamin,LAC,1,8,5,105,0,1,9,0,11.4,11.4,2017,3,10.6
1166,Travis Benjamin,LAC,1,1,1,42,1,1,4,0,10.6,10.6,2017,7,13.8
1206,Travis Benjamin,LAC,1,9,5,64,1,2,14,0,13.8,13.8,2017,8,5.6
1443,Travis Benjamin,LAC,1,3,3,50,0,1,6,0,5.6,5.6,2017,12,6.8
1482,Travis Benjamin,LAC,1,6,4,68,0,0,0,0,6.8,6.8,2017,13,4.3
1549,Travis Benjamin,LAC,1,4,2,21,0,1,22,0,4.3,4.3,2017,14,16.0
1657,Travis Benjamin,LAC,1,5,4,96,1,2,4,0,16.0,16.0,2017,17,
981,Trent Taylor,SF,1,4,3,32,1,0,0,0,9.2,9.2,2017,3,4.7
1048,Trent Taylor,SF,1,10,5,47,0,0,0,0,4.7,4.7,2017,4,3.3
1247,Trent Taylor,SF,1,3,3,33,0,0,0,0,3.3,3.3,2017,8,9.2
1471,Trent Taylor,SF,1,6,6,92,0,0,0,0,9.2,9.2,2017,13,7.9
1625,Trent Taylor,SF,1,4,3,19,1,0,0,0,7.9,7.9,2017,16,
379,Trevor Davis,GB,1,4,3,24,1,0,0,0,8.4,8.4,2016,8,5.6
1689,Trevor Davis,GB,1,3,3,56,0,0,0,0,5.6,5.6,2017,17,
88,Tyler Boyd,CIN,1,8,6,78,0,0,0,0,7.8,7.8,2016,2,7.9
282,Tyler Boyd,CIN,1,5,4,79,0,0,0,0,7.9,7.9,2016,6,11.4
515,Tyler Boyd,CIN,1,8,6,54,1,0,0,0,11.4,11.4,2016,11,6.6
640,Tyler Boyd,CIN,1,6,4,66,0,0,0,0,6.6,6.6,2016,13,8.9
677,Tyler Boyd,CIN,1,6,6,49,0,2,40,0,8.9,8.9,2016,14,5.4
849,Tyler Boyd,CIN,1,3,2,39,0,1,15,0,5.4,5.4,2016,17,7.7
1428,Tyler Boyd,CIN,1,2,2,17,1,0,0,0,7.7,7.7,2017,12,15.1
1659,Tyler Boyd,CIN,1,7,5,91,1,0,0,0,15.1,15.1,2017,17,
78,Tyler Lockett,SEA,1,4,4,99,0,0,0,0,9.9,9.9,2016,2,7.2
487,Tyler Lockett,SEA,1,6,3,72,0,0,0,0,7.2,7.2,2016,10,19.8
601,Tyler Lockett,SEA,1,6,5,63,0,1,75,1,19.8,19.8,2016,13,5.6
692,Tyler Lockett,SEA,1,6,4,41,0,2,15,0,5.6,5.6,2016,14,19.0
701,Tyler Lockett,SEA,1,8,7,130,1,0,0,0,19.0,19.0,2016,15,6.4
939,Tyler Lockett,SEA,1,9,6,64,0,0,0,0,6.4,6.4,2017,2,9.1
1023,Tyler Lockett,SEA,1,5,4,67,0,2,24,0,9.1,9.1,2017,4,4.4
1192,Tyler Lockett,SEA,1,7,4,29,0,3,15,0,4.4,4.4,2017,7,11.9
1211,Tyler Lockett,SEA,1,8,6,121,0,1,-2,0,11.9,11.9,2017,8,7.7
1479,Tyler Lockett,SEA,1,2,2,17,1,0,0,0,7.7,7.7,2017,13,16.0
1508,Tyler Lockett,SEA,1,5,4,90,1,1,10,0,16.0,16.0,2017,14,
43,Tyreek Hill,KC,1,1,1,9,1,0,0,0,6.9,6.9,2016,1,8.2
182,Tyreek Hill,KC,1,7,5,24,1,1,-2,0,8.2,8.2,2016,4,12.1
316,Tyreek Hill,KC,1,1,1,38,1,2,23,0,12.1,12.1,2016,7,16.5
354,Tyreek Hill,KC,1,6,5,98,1,1,7,0,16.5,16.5,2016,8,10.1
481,Tyreek Hill,KC,1,13,10,89,0,1,12,0,10.1,10.1,2016,10,6.1
536,Tyreek Hill,KC,1,5,4,53,0,1,8,0,6.1,6.1,2016,11,17.5
561,Tyreek Hill,KC,1,10,9,52,1,1,3,1,17.5,17.5,2016,12,7.2
637,Tyreek Hill,KC,1,6,5,53,0,2,19,0,7.2,7.2,2016,13,12.8
663,Tyreek Hill,KC,1,6,6,66,1,1,2,0,12.8,12.8,2016,14,12.8
708,Tyreek Hill,KC,1,3,0,0,0,1,68,1,12.8,12.8,2016,15,15.5
760,Tyreek Hill,KC,1,5,0,0,0,6,95,1,15.5,15.5,2016,16,6.1
843,Tyreek Hill,KC,1,7,5,46,0,3,15,0,6.1,6.1,2016,17,19.8
851,Tyreek Hill,KC,1,8,7,133,1,2,5,0,19.8,19.8,2017,1,4.9
945,Tyreek Hill,KC,1,6,4,43,0,1,6,0,4.9,4.9,2017,2,15.0
964,Tyreek Hill,KC,1,8,5,77,1,3,13,0,15.0,15.0,2017,3,6.8
1082,Tyreek Hill,KC,1,6,4,68,0,0,0,0,6.8,6.8,2017,5,19.2
1152,Tyreek Hill,KC,1,8,6,125,1,2,7,0,19.2,19.2,2017,7,3.8
1241,Tyreek Hill,KC,1,6,2,38,0,0,0,0,3.8,3.8,2017,8,13.3
1260,Tyreek Hill,KC,1,4,2,64,1,4,9,0,13.3,13.3,2017,9,8.4
1375,Tyreek Hill,KC,1,7,7,68,0,1,16,0,8.4,8.4,2017,11,5.4
1444,Tyreek Hill,KC,1,11,7,41,0,2,13,0,5.4,5.4,2017,12,30.5
1450,Tyreek Hill,KC,1,9,6,185,2,0,0,0,30.5,30.5,2017,13,7.5
1533,Tyreek Hill,KC,1,6,4,75,0,0,0,0,7.5,7.5,2017,14,14.8
1557,Tyreek Hill,KC,1,6,5,88,1,0,0,0,14.8,14.8,2017,15,10.8
1611,Tyreek Hill,KC,1,7,6,109,0,1,-1,0,10.8,10.8,2017,16,
41,Tyrell Williams,SD,1,5,2,71,0,0,0,0,7.1,7.1,2016,1,12.1
66,Tyrell Williams,SD,1,6,3,61,1,0,0,0,12.1,12.1,2016,2,6.9
137,Tyrell Williams,SD,1,9,6,69,0,0,0,0,6.9,6.9,2016,3,17.7
207,Tyrell Williams,SD,1,6,5,117,1,0,0,0,17.7,17.7,2016,5,14.0
310,Tyrell Williams,SD,1,10,7,140,0,0,0,0,14.0,14.0,2016,7,12.5
412,Tyrell Williams,SD,1,7,6,65,1,0,0,0,12.5,12.5,2016,9,18.5
453,Tyrell Williams,SD,1,11,5,125,1,0,0,0,18.5,18.5,2016,10,13.0
567,Tyrell Williams,SD,1,14,8,70,1,0,0,0,13.0,13.0,2016,12,10.7
617,Tyrell Williams,SD,1,4,2,47,1,0,0,0,10.7,10.7,2016,13,6.8
687,Tyrell Williams,SD,1,5,2,68,0,0,0,0,6.8,6.8,2016,14,12.4
765,Tyrell Williams,SD,1,9,4,64,1,0,0,0,12.4,12.4,2016,16,7.0
838,Tyrell Williams,SD,1,7,6,70,0,0,0,0,7.0,7.0,2016,17,5.4
893,Tyrell Williams,LAC,1,7,5,54,0,0,0,0,5.4,5.4,2017,1,5.4
943,Tyrell Williams,LAC,1,4,4,54,0,0,0,0,5.4,5.4,2017,2,17.5
1002,Tyrell Williams,LAC,1,6,5,115,1,0,0,0,17.5,17.5,2017,4,4.9
1345,Tyrell Williams,LAC,1,5,2,49,0,0,0,0,4.9,4.9,2017,10,11.8
1413,Tyrell Williams,LAC,1,3,2,58,1,0,0,0,11.8,11.8,2017,12,19.2
1503,Tyrell Williams,LAC,1,4,4,132,1,0,0,0,19.2,19.2,2017,14,5.0
1643,Tyrell Williams,LAC,1,6,5,50,0,0,0,0,5.0,5.0,2017,16,12.7
1664,Tyrell Williams,LAC,1,4,3,67,1,0,0,0,12.7,12.7,2017,17,
28,Victor Cruz,NYG,1,4,4,34,1,0,0,0,9.4,9.4,2016,1,9.1
84,Victor Cruz,NYG,1,8,4,91,0,0,0,0,9.1,9.1,2016,2,7.0
135,Victor Cruz,NYG,1,3,3,70,0,0,0,0,7.0,7.0,2016,3,5.0
199,Victor Cruz,NYG,1,9,5,50,0,0,0,0,5.0,5.0,2016,4,5.5
342,Victor Cruz,NYG,1,8,5,55,0,0,0,0,5.5,5.5,2016,7,4.6
449,Victor Cruz,NYG,1,1,1,46,0,0,0,0,4.6,4.6,2016,9,4.8
547,Victor Cruz,NYG,1,2,1,48,0,0,0,0,4.8,4.8,2016,11,8.4
790,Victor Cruz,NYG,1,13,8,84,0,0,0,0,8.4,8.4,2016,16,
6,Will Fuller,HOU,1,11,5,107,1,0,0,0,16.7,16.7,2016,1,10.4
73,Will Fuller,HOU,1,7,4,104,0,0,0,0,10.4,10.4,2016,2,14.1
163,Will Fuller,HOU,1,9,7,81,1,0,0,0,14.1,14.1,2016,4,5.9
644,Will Fuller,HOU,1,6,5,59,0,0,0,0,5.9,5.9,2016,13,15.9
1004,Will Fuller,HOU,1,6,4,35,2,1,4,0,15.9,15.9,2017,4,18.2
1053,Will Fuller,HOU,1,3,2,57,2,1,5,0,18.2,18.2,2017,5,12.2
1109,Will Fuller,HOU,1,5,2,62,1,0,0,0,12.2,12.2,2017,6,24.5
1202,Will Fuller,HOU,1,8,5,125,2,0,0,0,24.5,24.5,2017,8,4.4
1597,Will Fuller,HOU,1,5,5,44,0,0,0,0,4.4,4.4,2017,15,
3,Willie Snead,NO,1,9,9,172,1,0,0,0,23.2,23.2,2016,1,11.4
70,Willie Snead,NO,1,8,5,54,1,0,0,0,11.4,11.4,2016,2,8.7
329,Willie Snead,NO,1,11,9,87,0,0,0,0,8.7,8.7,2016,7,5.6
397,Willie Snead,NO,1,8,6,56,0,0,0,0,5.6,5.6,2016,8,16.7
456,Willie Snead,NO,1,7,5,47,2,0,0,0,16.7,16.7,2016,10,8.5
678,Willie Snead,NO,1,8,6,85,0,0,0,0,8.5,8.5,2016,14,7.6
735,Willie Snead,NO,1,11,8,76,0,0,0,0,7.6,7.6,2016,15,8.2
833,Willie Snead,NO,1,4,3,82,0,0,0,0,8.2,8.2,2016,17,
1248,Zay Jones,BUF,1,5,3,32,0,0,0,0,3.2,3.2,2017,8,11.3
1266,Zay Jones,BUF,1,7,6,53,1,0,0,0,11.3,11.3,2017,9,6.8
1383,Zay Jones,BUF,1,7,4,68,0,0,0,0,6.8,6.8,2017,11,9.3
1423,Zay Jones,BUF,1,10,3,33,1,0,0,0,9.3,9.3,2017,12,
